train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
1.25e+00,1.28e+08,3.85e+07,1.16e+00,1.37e+06,4.39e+00,0,4.67e+00,2.13e-01,3.85e-02,4.92e+00
1.09e+00,9.47e+05,2.84e+05,1.03e+00,7.19e+05,4.07e+00,1,4.34e+00,2.04e-01,6.85e-02,4.61e+00
9.60e-01,6.24e+05,1.87e+05,8.97e-01,5.51e+05,3.86e+00,2,4.31e+00,2.13e-01,7.56e-02,4.60e+00
8.38e-01,5.02e+05,1.51e+05,7.82e-01,4.60e+05,3.67e+00,3,4.48e+00,2.14e-01,7.08e-02,4.76e+00
7.31e-01,4.26e+05,1.28e+05,6.84e-01,3.95e+05,3.49e+00,4,4.53e+00,2.17e-01,1.01e-01,4.85e+00
6.42e-01,3.69e+05,1.11e+05,6.03e-01,3.46e+05,3.32e+00,5,4.56e+00,2.18e-01,4.78e-02,4.82e+00
5.70e-01,3.26e+05,9.77e+04,5.39e-01,3.06e+05,3.17e+00,6,4.52e+00,2.17e-01,5.10e-02,4.79e+00
5.13e-01,2.90e+05,8.70e+04,4.90e-01,2.74e+05,3.04e+00,7,4.47e+00,2.18e-01,4.18e-02,4.72e+00
4.70e-01,2.61e+05,7.82e+04,4.52e-01,2.47e+05,2.93e+00,8,4.53e+00,2.13e-01,4.51e-02,4.78e+00
4.38e-01,2.35e+05,7.05e+04,4.25e-01,2.23e+05,2.84e+00,9,4.53e+00,2.16e-01,4.98e-02,4.80e+00
4.15e-01,2.13e+05,6.38e+04,4.06e-01,2.02e+05,2.76e+00,10,4.55e+00,2.15e-01,5.10e-02,4.82e+00
3.99e-01,1.93e+05,5.80e+04,3.93e-01,1.84e+05,2.70e+00,11,4.53e+00,2.12e-01,4.70e-02,4.79e+00
3.89e-01,1.76e+05,5.29e+04,3.85e-01,1.69e+05,2.66e+00,12,4.52e+00,2.08e-01,4.87e-02,4.78e+00
3.83e-01,1.65e+05,4.94e+04,3.81e-01,1.65e+05,2.64e+00,13,4.54e+00,2.15e-01,5.23e-02,4.81e+00
3.79e-01,1.69e+05,5.07e+04,3.79e-01,1.51e+05,2.61e+00,14,4.55e+00,2.21e-01,5.15e-02,4.82e+00
3.78e-01,1.86e+05,5.58e+04,3.78e-01,2.56e+05,2.76e+00,15,4.62e+00,2.27e-01,4.66e-02,4.90e+00
3.78e-01,2.03e+05,6.09e+04,3.78e-01,2.60e+05,2.77e+00,16,4.59e+00,2.11e-01,4.83e-02,4.85e+00
3.75e-01,9.95e+06,2.98e+06,3.42e-01,3.35e+06,3.44e+00,17,4.69e+00,2.22e-01,7.92e-02,4.99e+00
3.43e-01,1.26e+06,3.79e+05,3.44e-01,9.29e+05,3.06e+00,18,4.78e+00,2.21e-01,1.31e-01,5.13e+00
3.44e-01,8.49e+05,2.55e+05,3.45e-01,7.86e+05,3.01e+00,19,4.66e+00,2.33e-01,1.11e-01,5.00e+00
3.45e-01,7.41e+05,2.22e+05,3.46e-01,7.02e+05,2.98e+00,20,4.75e+00,2.19e-01,6.46e-02,5.03e+00
3.46e-01,6.72e+05,2.02e+05,3.46e-01,6.45e+05,2.95e+00,21,4.71e+00,2.27e-01,1.17e-01,5.05e+00
3.47e-01,6.22e+05,1.87e+05,3.47e-01,6.00e+05,2.93e+00,22,4.71e+00,2.15e-01,1.23e-01,5.05e+00
3.48e-01,5.80e+05,1.74e+05,3.48e-01,5.61e+05,2.92e+00,23,4.67e+00,2.22e-01,7.02e-02,4.97e+00
3.49e-01,5.43e+05,1.63e+05,3.50e-01,5.24e+05,2.90e+00,24,4.68e+00,2.17e-01,1.04e-01,5.00e+00
3.50e-01,5.07e+05,1.52e+05,3.51e-01,4.89e+05,2.88e+00,25,4.64e+00,2.13e-01,4.07e-02,4.89e+00
3.52e-01,4.72e+05,1.42e+05,3.53e-01,4.55e+05,2.87e+00,26,4.57e+00,2.46e-01,4.50e-02,4.86e+00
3.54e-01,4.39e+05,1.32e+05,3.55e-01,4.22e+05,2.85e+00,27,4.58e+00,2.07e-01,4.45e-02,4.83e+00
3.55e-01,4.05e+05,1.22e+05,3.56e-01,3.88e+05,2.83e+00,28,4.55e+00,2.14e-01,4.42e-02,4.81e+00
3.57e-01,3.71e+05,1.11e+05,3.58e-01,3.54e+05,2.81e+00,29,4.57e+00,2.14e-01,4.59e-02,4.83e+00
3.58e-01,3.37e+05,1.01e+05,3.59e-01,3.19e+05,2.78e+00,30,4.71e+00,2.22e-01,4.76e-02,4.98e+00
3.60e-01,3.01e+05,9.04e+04,3.61e-01,2.84e+05,2.75e+00,31,4.68e+00,2.08e-01,5.08e-02,4.94e+00
