train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
1.21e-01,4.88e+08,1.21e-01,6.80e-03,1.43e+07,-4.99e+00,0,2.43e+00,1.20e-01,2.45e-02,2.58e+00
4.89e-03,7.19e+06,4.89e-03,4.05e-03,4.32e+06,-5.51e+00,1,2.54e+00,1.20e-01,3.94e-02,2.70e+00
3.52e-03,2.91e+06,3.52e-03,3.29e-03,2.46e+06,-5.72e+00,2,2.44e+00,1.23e-01,4.40e-02,2.61e+00
3.10e-03,1.97e+06,3.10e-03,2.66e-03,1.67e+06,-5.94e+00,3,2.43e+00,1.22e-01,3.69e-02,2.59e+00
2.81e-03,1.57e+06,2.81e-03,2.36e-03,1.38e+06,-6.06e+00,4,2.41e+00,1.21e-01,3.68e-02,2.57e+00
2.58e-03,1.39e+06,2.58e-03,2.21e-03,1.24e+06,-6.12e+00,5,2.42e+00,1.20e-01,4.40e-02,2.58e+00
2.38e-03,1.25e+06,2.38e-03,2.03e-03,1.08e+06,-6.21e+00,6,2.44e+00,1.19e-01,4.14e-02,2.60e+00
2.22e-03,1.14e+06,2.22e-03,1.93e-03,1.00e+06,-6.26e+00,7,2.41e+00,1.20e-01,3.65e-02,2.56e+00
2.10e-03,1.05e+06,2.10e-03,1.87e-03,9.11e+05,-6.29e+00,8,2.41e+00,1.20e-01,4.29e-02,2.57e+00
2.01e-03,9.69e+05,2.01e-03,1.82e-03,8.75e+05,-6.32e+00,9,2.41e+00,1.20e-01,3.65e-02,2.57e+00
1.94e-03,8.94e+05,1.94e-03,1.78e-03,8.33e+05,-6.34e+00,10,2.43e+00,1.19e-01,4.24e-02,2.59e+00
1.89e-03,8.48e+05,1.89e-03,1.73e-03,7.79e+05,-6.37e+00,11,2.46e+00,1.24e-01,4.07e-02,2.62e+00
1.85e-03,8.12e+05,1.85e-03,1.70e-03,7.48e+05,-6.39e+00,12,2.43e+00,1.22e-01,4.38e-02,2.60e+00
1.81e-03,7.67e+05,1.81e-03,1.68e-03,7.31e+05,-6.40e+00,13,2.43e+00,1.21e-01,4.22e-02,2.60e+00
1.79e-03,7.42e+05,1.79e-03,1.66e-03,7.36e+05,-6.41e+00,14,2.42e+00,1.22e-01,3.98e-02,2.58e+00
1.77e-03,7.18e+05,1.77e-03,1.66e-03,7.22e+05,-6.41e+00,15,2.44e+00,1.23e-01,3.03e-02,2.59e+00
1.75e-03,7.03e+05,1.75e-03,1.68e-03,7.23e+05,-6.40e+00,16,2.43e+00,1.21e-01,2.97e-02,2.58e+00
1.74e-03,6.96e+05,1.74e-03,1.69e-03,7.45e+05,-6.39e+00,17,2.41e+00,1.21e-01,3.18e-02,2.57e+00
1.72e-03,6.70e+05,1.72e-03,1.67e-03,7.45e+05,-6.41e+00,18,2.43e+00,1.19e-01,3.06e-02,2.58e+00
1.71e-03,6.66e+05,1.71e-03,1.73e-03,7.35e+05,-6.37e+00,19,2.43e+00,1.21e-01,3.16e-02,2.58e+00
1.69e-03,6.46e+05,1.69e-03,1.68e-03,7.23e+05,-6.40e+00,20,2.43e+00,1.21e-01,3.21e-02,2.58e+00
1.67e-03,6.33e+05,1.67e-03,1.69e-03,7.04e+05,-6.39e+00,21,2.43e+00,1.21e-01,3.18e-02,2.58e+00
1.66e-03,6.24e+05,1.66e-03,1.66e-03,6.88e+05,-6.41e+00,22,2.43e+00,1.22e-01,3.16e-02,2.59e+00
1.65e-03,6.05e+05,1.65e-03,1.67e-03,7.16e+05,-6.40e+00,23,2.46e+00,1.21e-01,3.08e-02,2.62e+00
1.64e-03,5.98e+05,1.64e-03,1.70e-03,7.30e+05,-6.38e+00,24,2.46e+00,1.19e-01,3.10e-02,2.61e+00
1.62e-03,5.93e+05,1.62e-03,1.68e-03,7.45e+05,-6.40e+00,25,2.44e+00,1.21e-01,3.03e-02,2.59e+00
1.61e-03,5.84e+05,1.61e-03,1.66e-03,7.49e+05,-6.41e+00,26,2.43e+00,1.19e-01,3.03e-02,2.57e+00
1.60e-03,5.64e+05,1.60e-03,1.67e-03,7.62e+05,-6.40e+00,27,2.45e+00,1.21e-01,3.05e-02,2.60e+00
1.58e-03,5.61e+05,1.58e-03,1.65e-03,7.53e+05,-6.41e+00,28,3.32e+00,1.29e-01,9.47e-02,3.54e+00
