train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
1.22e+00,1.28e+08,2.56e+07,1.12e+00,1.35e+06,2.94e+00,0,4.48e+00,2.22e-01,5.14e-02,4.76e+00
1.05e+00,9.39e+05,1.88e+05,9.68e-01,7.19e+05,2.66e+00,1,4.49e+00,2.13e-01,1.84e-01,4.89e+00
8.94e-01,6.27e+05,1.25e+05,8.22e-01,5.55e+05,2.45e+00,2,5.07e+00,2.13e-01,2.37e-01,5.52e+00
7.58e-01,5.05e+05,1.01e+05,6.97e-01,4.62e+05,2.25e+00,3,4.87e+00,2.07e-01,6.85e-02,5.15e+00
6.45e-01,4.28e+05,8.57e+04,5.97e-01,3.98e+05,2.06e+00,4,4.57e+00,2.17e-01,5.35e-02,4.84e+00
5.57e-01,3.71e+05,7.43e+04,5.20e-01,3.47e+05,1.90e+00,5,4.52e+00,2.18e-01,4.77e-02,4.79e+00
4.91e-01,3.26e+05,6.53e+04,4.65e-01,3.07e+05,1.76e+00,6,4.54e+00,2.11e-01,4.73e-02,4.80e+00
4.44e-01,2.90e+05,5.80e+04,4.27e-01,2.74e+05,1.65e+00,7,4.46e+00,2.16e-01,4.97e-02,4.72e+00
4.13e-01,2.60e+05,5.20e+04,4.02e-01,2.46e+05,1.57e+00,8,4.56e+00,2.11e-01,1.30e-01,4.90e+00
3.94e-01,2.34e+05,4.68e+04,3.87e-01,2.22e+05,1.51e+00,9,4.50e+00,2.10e-01,1.15e-01,4.82e+00
3.83e-01,2.12e+05,4.23e+04,3.79e-01,2.01e+05,1.47e+00,10,4.49e+00,2.11e-01,6.18e-02,4.76e+00
3.77e-01,1.92e+05,3.83e+04,3.75e-01,1.82e+05,1.44e+00,11,4.47e+00,2.39e-01,1.34e-01,4.85e+00
3.74e-01,1.74e+05,3.48e+04,3.73e-01,1.68e+05,1.42e+00,12,4.69e+00,2.11e-01,4.79e-02,4.95e+00
3.73e-01,1.65e+05,3.30e+04,3.73e-01,1.91e+05,1.45e+00,13,4.49e+00,2.13e-01,4.00e-02,4.75e+00
3.73e-01,1.73e+05,3.47e+04,3.74e-01,1.75e+05,1.43e+00,14,4.46e+00,2.17e-01,4.01e-02,4.72e+00
3.74e-01,1.90e+05,3.81e+04,3.74e-01,1.77e+05,1.43e+00,15,4.48e+00,2.19e-01,1.31e-01,4.83e+00
3.60e-01,1.01e+07,2.03e+06,3.45e-01,1.18e+06,1.73e+00,16,4.49e+00,2.15e-01,3.96e-02,4.74e+00
3.46e-01,9.75e+05,1.95e+05,3.47e-01,8.54e+05,1.67e+00,17,4.49e+00,2.13e-01,4.24e-02,4.74e+00
3.48e-01,7.90e+05,1.58e+05,3.49e-01,7.36e+05,1.65e+00,18,4.47e+00,2.14e-01,4.17e-02,4.73e+00
3.50e-01,6.96e+05,1.39e+05,3.51e-01,6.60e+05,1.63e+00,19,4.49e+00,2.10e-01,3.93e-02,4.74e+00
3.51e-01,6.30e+05,1.26e+05,3.52e-01,6.02e+05,1.62e+00,20,4.46e+00,2.10e-01,4.04e-02,4.71e+00
3.53e-01,5.77e+05,1.15e+05,3.53e-01,5.53e+05,1.60e+00,21,4.47e+00,2.11e-01,4.01e-02,4.73e+00
3.54e-01,5.32e+05,1.06e+05,3.54e-01,5.11e+05,1.59e+00,22,4.57e+00,2.13e-01,4.14e-02,4.82e+00
3.54e-01,4.92e+05,9.84e+04,3.55e-01,4.73e+05,1.58e+00,23,4.49e+00,2.14e-01,4.14e-02,4.74e+00
3.55e-01,4.55e+05,9.10e+04,3.56e-01,4.37e+05,1.56e+00,24,4.48e+00,2.21e-01,7.71e-02,4.78e+00
3.56e-01,4.20e+05,8.39e+04,3.56e-01,4.02e+05,1.55e+00,25,4.59e+00,2.10e-01,4.02e-02,4.84e+00
3.57e-01,3.86e+05,7.72e+04,3.57e-01,3.69e+05,1.53e+00,26,4.56e+00,2.09e-01,9.77e-02,4.87e+00
3.58e-01,3.53e+05,7.06e+04,3.58e-01,3.36e+05,1.52e+00,27,4.55e+00,2.21e-01,4.01e-02,4.81e+00
3.59e-01,3.20e+05,6.39e+04,3.60e-01,3.03e+05,1.50e+00,28,4.61e+00,2.09e-01,3.99e-02,4.86e+00
3.60e-01,2.87e+05,5.75e+04,3.61e-01,2.72e+05,1.48e+00,29,4.59e+00,2.28e-01,4.79e-02,4.87e+00
