train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
8.73e-02,2.72e+08,8.73e-02,7.61e-03,1.01e+07,-4.88e+00,0,2.45e+00,1.22e-01,2.59e-02,2.59e+00
4.72e-03,5.26e+06,4.72e-03,3.72e-03,3.21e+06,-5.60e+00,1,2.44e+00,1.20e-01,2.91e-02,2.59e+00
3.35e-03,2.37e+06,3.35e-03,2.82e-03,2.00e+06,-5.88e+00,2,2.43e+00,1.22e-01,2.77e-02,2.57e+00
2.83e-03,1.66e+06,2.83e-03,2.44e-03,1.41e+06,-6.02e+00,3,2.44e+00,1.22e-01,2.89e-02,2.59e+00
2.48e-03,1.39e+06,2.48e-03,2.16e-03,1.19e+06,-6.14e+00,4,2.43e+00,1.21e-01,2.76e-02,2.58e+00
2.28e-03,1.19e+06,2.28e-03,2.03e-03,1.06e+06,-6.21e+00,5,2.46e+00,1.23e-01,2.77e-02,2.61e+00
2.15e-03,1.06e+06,2.15e-03,1.95e-03,9.69e+05,-6.25e+00,6,2.45e+00,1.22e-01,2.82e-02,2.60e+00
2.05e-03,9.58e+05,2.05e-03,1.86e-03,8.55e+05,-6.29e+00,7,2.44e+00,1.23e-01,2.81e-02,2.59e+00
1.97e-03,8.78e+05,1.97e-03,1.79e-03,7.69e+05,-6.34e+00,8,2.43e+00,1.21e-01,2.71e-02,2.58e+00
1.92e-03,8.14e+05,1.92e-03,1.81e-03,7.53e+05,-6.32e+00,9,2.44e+00,1.21e-01,2.37e-02,2.58e+00
1.87e-03,7.73e+05,1.87e-03,1.87e-03,7.50e+05,-6.29e+00,10,2.43e+00,1.21e-01,2.34e-02,2.58e+00
1.84e-03,7.46e+05,1.84e-03,1.73e-03,6.89e+05,-6.37e+00,11,2.45e+00,1.23e-01,2.86e-02,2.60e+00
1.81e-03,7.15e+05,1.81e-03,1.76e-03,6.66e+05,-6.35e+00,12,2.44e+00,1.21e-01,2.32e-02,2.58e+00
1.79e-03,7.00e+05,1.79e-03,1.84e-03,6.46e+05,-6.31e+00,13,2.44e+00,1.23e-01,2.20e-02,2.58e+00
1.82e-03,7.00e+05,1.82e-03,1.76e-03,6.70e+05,-6.35e+00,14,2.47e+00,1.21e-01,2.33e-02,2.61e+00
1.75e-03,6.55e+05,1.75e-03,1.69e-03,6.29e+05,-6.39e+00,15,2.44e+00,1.21e-01,2.79e-02,2.59e+00
1.71e-03,6.31e+05,1.71e-03,1.70e-03,5.96e+05,-6.39e+00,16,2.42e+00,1.21e-01,2.26e-02,2.57e+00
1.69e-03,6.18e+05,1.69e-03,1.68e-03,5.92e+05,-6.40e+00,17,2.43e+00,1.21e-01,2.75e-02,2.58e+00
1.67e-03,5.95e+05,1.67e-03,1.70e-03,5.96e+05,-6.38e+00,18,2.44e+00,1.21e-01,2.19e-02,2.58e+00
1.66e-03,5.74e+05,1.66e-03,1.68e-03,5.83e+05,-6.40e+00,19,2.43e+00,1.21e-01,2.16e-02,2.58e+00
1.64e-03,5.66e+05,1.64e-03,1.61e-03,5.81e+05,-6.44e+00,20,2.43e+00,1.22e-01,2.83e-02,2.58e+00
1.63e-03,5.50e+05,1.63e-03,1.61e-03,5.84e+05,-6.44e+00,21,2.43e+00,1.21e-01,2.84e-02,2.58e+00
1.62e-03,5.46e+05,1.62e-03,1.61e-03,5.80e+05,-6.44e+00,22,2.43e+00,1.21e-01,2.17e-02,2.57e+00
1.60e-03,5.29e+05,1.60e-03,1.58e-03,5.50e+05,-6.46e+00,23,2.43e+00,1.22e-01,2.88e-02,2.58e+00
1.59e-03,5.16e+05,1.59e-03,1.54e-03,5.33e+05,-6.49e+00,24,2.43e+00,1.23e-01,2.83e-02,2.58e+00
1.57e-03,5.05e+05,1.57e-03,1.54e-03,5.30e+05,-6.49e+00,25,2.44e+00,1.21e-01,2.17e-02,2.58e+00
1.57e-03,4.99e+05,1.57e-03,1.51e-03,5.23e+05,-6.51e+00,26,2.44e+00,1.22e-01,2.80e-02,2.59e+00
1.56e-03,4.88e+05,1.56e-03,1.57e-03,5.27e+05,-6.47e+00,27,2.46e+00,1.22e-01,2.39e-02,2.60e+00
1.58e-03,4.94e+05,1.58e-03,1.52e-03,5.03e+05,-6.50e+00,28,2.44e+00,1.23e-01,2.29e-02,2.59e+00
1.56e-03,4.75e+05,1.56e-03,1.48e-03,4.81e+05,-6.52e+00,29,2.44e+00,1.23e-01,2.84e-02,2.59e+00
1.56e-03,4.70e+05,1.56e-03,1.48e-03,4.61e+05,-6.52e+00,30,2.45e+00,1.23e-01,2.84e-02,2.60e+00
1.57e-03,4.68e+05,1.57e-03,1.53e-03,4.58e+05,-6.49e+00,31,2.45e+00,1.22e-01,2.28e-02,2.59e+00
1.54e-03,4.55e+05,1.54e-03,1.46e-03,4.47e+05,-6.54e+00,32,2.45e+00,1.22e-01,2.83e-02,2.60e+00
1.51e-03,4.44e+05,1.51e-03,1.43e-03,4.44e+05,-6.56e+00,33,2.46e+00,1.24e-01,2.88e-02,2.61e+00
1.49e-03,4.36e+05,1.49e-03,1.41e-03,4.41e+05,-6.57e+00,34,2.46e+00,1.23e-01,2.79e-02,2.61e+00
1.48e-03,4.26e+05,1.48e-03,1.42e-03,4.42e+05,-6.57e+00,35,2.46e+00,1.24e-01,2.23e-02,2.60e+00
1.49e-03,4.35e+05,1.49e-03,1.42e-03,4.28e+05,-6.57e+00,36,2.48e+00,1.26e-01,2.36e-02,2.63e+00
1.47e-03,4.21e+05,1.47e-03,1.39e-03,4.27e+05,-6.59e+00,37,2.50e+00,1.24e-01,2.80e-02,2.65e+00
1.45e-03,4.08e+05,1.45e-03,1.39e-03,4.16e+05,-6.59e+00,38,2.50e+00,1.26e-01,2.67e-02,2.66e+00
1.45e-03,4.15e+05,1.45e-03,1.35e-03,4.07e+05,-6.62e+00,39,2.51e+00,1.26e-01,2.85e-02,2.66e+00
1.42e-03,3.97e+05,1.42e-03,1.34e-03,4.23e+05,-6.62e+00,40,2.49e+00,1.25e-01,2.83e-02,2.64e+00
1.42e-03,3.94e+05,1.42e-03,1.33e-03,4.05e+05,-6.63e+00,41,2.49e+00,1.21e-01,2.78e-02,2.64e+00
