train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
9.23e-02,3.84e+08,9.23e-02,8.97e-03,1.17e+07,-4.72e+00,0,2.50e+00,1.22e-01,2.60e-02,2.65e+00
5.80e-03,7.21e+06,5.80e-03,3.98e-03,4.34e+06,-5.53e+00,1,2.44e+00,1.21e-01,3.75e-02,2.60e+00
3.81e-03,3.22e+06,3.81e-03,3.26e-03,2.51e+06,-5.73e+00,2,2.42e+00,1.20e-01,4.41e-02,2.59e+00
3.18e-03,2.15e+06,3.18e-03,2.61e-03,1.79e+06,-5.95e+00,3,2.45e+00,1.20e-01,3.72e-02,2.60e+00
2.76e-03,1.67e+06,2.76e-03,2.39e-03,1.47e+06,-6.04e+00,4,2.45e+00,1.24e-01,4.40e-02,2.62e+00
2.49e-03,1.42e+06,2.49e-03,2.25e-03,1.27e+06,-6.10e+00,5,2.46e+00,1.23e-01,3.78e-02,2.62e+00
2.31e-03,1.21e+06,2.31e-03,2.11e-03,1.16e+06,-6.17e+00,6,2.45e+00,1.23e-01,4.31e-02,2.62e+00
2.20e-03,1.10e+06,2.20e-03,2.01e-03,1.02e+06,-6.22e+00,7,2.44e+00,1.21e-01,4.35e-02,2.61e+00
2.12e-03,1.00e+06,2.12e-03,1.95e-03,9.22e+05,-6.25e+00,8,2.45e+00,1.22e-01,4.41e-02,2.62e+00
2.07e-03,9.27e+05,2.07e-03,1.92e-03,8.86e+05,-6.27e+00,9,2.44e+00,1.22e-01,4.38e-02,2.60e+00
2.04e-03,8.78e+05,2.04e-03,1.88e-03,8.32e+05,-6.28e+00,10,2.44e+00,1.22e-01,4.40e-02,2.61e+00
1.99e-03,8.15e+05,1.99e-03,1.81e-03,7.85e+05,-6.32e+00,11,2.44e+00,1.21e-01,4.23e-02,2.60e+00
1.92e-03,7.73e+05,1.92e-03,1.76e-03,7.36e+05,-6.35e+00,12,2.43e+00,1.22e-01,3.73e-02,2.59e+00
1.86e-03,7.34e+05,1.86e-03,1.74e-03,7.05e+05,-6.36e+00,13,2.43e+00,1.21e-01,4.20e-02,2.59e+00
1.83e-03,7.08e+05,1.83e-03,1.72e-03,6.77e+05,-6.38e+00,14,2.44e+00,1.26e-01,4.24e-02,2.61e+00
1.80e-03,6.87e+05,1.80e-03,1.70e-03,6.55e+05,-6.39e+00,15,2.45e+00,1.24e-01,4.45e-02,2.61e+00
1.77e-03,6.60e+05,1.77e-03,1.69e-03,6.55e+05,-6.39e+00,16,2.44e+00,1.21e-01,4.30e-02,2.60e+00
1.75e-03,6.50e+05,1.75e-03,1.68e-03,6.72e+05,-6.40e+00,17,2.44e+00,1.24e-01,4.42e-02,2.61e+00
1.73e-03,6.37e+05,1.73e-03,1.69e-03,6.71e+05,-6.39e+00,18,2.47e+00,1.21e-01,3.16e-02,2.62e+00
1.71e-03,6.14e+05,1.71e-03,1.68e-03,6.66e+05,-6.40e+00,19,2.45e+00,1.21e-01,4.43e-02,2.62e+00
1.69e-03,6.05e+05,1.69e-03,1.67e-03,6.64e+05,-6.41e+00,20,2.44e+00,1.21e-01,4.38e-02,2.61e+00
1.68e-03,5.93e+05,1.68e-03,1.64e-03,6.53e+05,-6.42e+00,21,2.44e+00,1.19e-01,4.05e-02,2.60e+00
1.66e-03,5.77e+05,1.66e-03,1.64e-03,6.57e+05,-6.42e+00,22,2.44e+00,1.20e-01,3.15e-02,2.60e+00
1.65e-03,5.66e+05,1.65e-03,1.62e-03,6.41e+05,-6.43e+00,23,2.44e+00,1.21e-01,3.72e-02,2.60e+00
1.63e-03,5.51e+05,1.63e-03,1.61e-03,6.33e+05,-6.44e+00,24,2.43e+00,1.22e-01,4.40e-02,2.60e+00
1.62e-03,5.40e+05,1.62e-03,1.60e-03,6.19e+05,-6.45e+00,25,2.44e+00,1.22e-01,4.27e-02,2.61e+00
1.60e-03,5.28e+05,1.60e-03,1.58e-03,6.07e+05,-6.46e+00,26,2.47e+00,1.22e-01,4.36e-02,2.63e+00
1.60e-03,5.26e+05,1.60e-03,1.58e-03,5.88e+05,-6.46e+00,27,2.46e+00,1.24e-01,4.28e-02,2.63e+00
1.59e-03,5.16e+05,1.59e-03,1.56e-03,5.57e+05,-6.48e+00,28,2.47e+00,1.24e-01,4.37e-02,2.64e+00
1.58e-03,5.11e+05,1.58e-03,1.58e-03,5.47e+05,-6.46e+00,29,2.47e+00,1.22e-01,3.15e-02,2.62e+00
1.57e-03,5.02e+05,1.57e-03,1.61e-03,5.20e+05,-6.44e+00,30,2.48e+00,1.23e-01,3.21e-02,2.64e+00
1.57e-03,4.92e+05,1.57e-03,1.61e-03,5.22e+05,-6.44e+00,31,2.47e+00,1.25e-01,3.12e-02,2.62e+00
1.57e-03,4.94e+05,1.57e-03,1.57e-03,5.24e+05,-6.47e+00,32,2.48e+00,1.21e-01,3.15e-02,2.63e+00
1.57e-03,4.94e+05,1.57e-03,1.53e-03,5.18e+05,-6.49e+00,33,2.47e+00,1.23e-01,3.66e-02,2.62e+00
1.57e-03,4.90e+05,1.57e-03,1.51e-03,4.96e+05,-6.51e+00,34,2.45e+00,1.22e-01,4.27e-02,2.62e+00
1.56e-03,4.85e+05,1.56e-03,1.49e-03,4.96e+05,-6.52e+00,35,2.46e+00,1.22e-01,4.26e-02,2.62e+00
