var,run,key,median_rmsd,mean_rmsd,std_rmsd,ccc,inversion_ratio,wd_N-CA,wd_CA-C,wd_C-N,wd_CA-CB
16.0,4.0,train_closed,0.986,0.997,0.098,0.918,0.198,0.137,0.136,0.147,0.142
16.0,4.0,train_open,1.083,1.106,0.135,0.858,0.0,0.136,0.139,0.159,0.149
16.0,5.0,test_trans,1.64,1.653,0.277,0.965,0.102,0.126,0.144,0.143,0.134
16.0,5.0,train_closed,0.94,0.952,0.088,0.948,0.501,0.108,0.126,0.123,0.116
16.0,5.0,train_open,1.037,1.054,0.112,0.898,0.205,0.114,0.127,0.13,0.118
2.0,6.0,test_trans,2.185,2.268,0.588,0.872,0.0,0.178,0.187,0.197,0.179
2.0,6.0,train_closed,1.112,1.124,0.138,0.856,0.0,0.151,0.161,0.172,0.154
2.0,6.0,train_open,1.261,1.326,0.278,0.552,0.0,0.156,0.158,0.169,0.153
2.0,7.0,test_trans,2.315,3.083,1.611,0.126,0.52,0.11,0.116,0.114,0.12
2.0,7.0,train_closed,1.081,1.104,0.153,0.846,0.776,0.103,0.102,0.106,0.107
2.0,7.0,train_open,1.226,1.26,0.206,0.635,0.514,0.1,0.11,0.106,0.104
2.0,8.0,test_trans,2.287,3.042,1.594,0.32,0.446,0.116,0.117,0.114,0.116
2.0,8.0,train_closed,1.06,1.08,0.148,0.854,0.838,0.098,0.097,0.099,0.1
2.0,8.0,train_open,1.222,1.251,0.198,0.643,0.537,0.095,0.104,0.101,0.103
2.0,9.0,test_trans,2.349,3.109,1.627,0.134,0.399,0.101,0.108,0.109,0.108
2.0,9.0,train_closed,1.062,1.085,0.153,0.847,0.669,0.092,0.1,0.099,0.098
2.0,9.0,train_open,1.195,1.232,0.201,0.626,0.656,0.099,0.102,0.103,0.099
2.0,10.0,test_trans,2.091,2.216,0.56,0.885,0.033,0.146,0.164,0.167,0.159
2.0,10.0,train_closed,1.081,1.096,0.139,0.852,0.134,0.128,0.148,0.151,0.139
2.0,10.0,train_open,1.249,1.317,0.289,0.558,0.345,0.136,0.143,0.15,0.143
2.0,11.0,test_trans,2.206,2.296,0.607,0.826,0.294,0.104,0.111,0.115,0.107
2.0,11.0,train_closed,1.057,1.073,0.134,0.868,0.38,0.102,0.106,0.113,0.106
2.0,11.0,train_open,1.215,1.251,0.217,0.628,0.482,0.105,0.119,0.115,0.108
2.0,12.0,test_trans,2.324,3.102,1.651,0.165,0.607,0.096,0.102,0.101,0.102
2.0,12.0,train_closed,1.038,1.06,0.146,0.861,0.667,0.089,0.095,0.092,0.094
2.0,12.0,train_open,1.192,1.223,0.195,0.632,0.607,0.093,0.097,0.094,0.091
2.0,13.0,test_trans,2.112,2.18,0.509,0.879,0.0,0.135,0.141,0.151,0.14
2.0,13.0,train_closed,1.083,1.1,0.134,0.855,0.0,0.121,0.126,0.14,0.121
2.0,13.0,train_open,1.244,1.304,0.263,0.581,0.0,0.121,0.127,0.13,0.122
2.0,14.0,test_trans,2.305,2.939,1.375,0.295,0.0,0.163,0.165,0.168,0.162
2.0,14.0,train_closed,1.106,1.127,0.161,0.843,0.0,0.152,0.147,0.152,0.15
2.0,14.0,train_open,1.262,1.308,0.253,0.512,0.0,0.151,0.158,0.154,0.152
2.0,15.0,test_trans,2.126,2.21,0.552,0.883,0.0,0.142,0.153,0.153,0.151
2.0,15.0,train_closed,1.075,1.088,0.136,0.864,0.0,0.122,0.134,0.138,0.132
2.0,15.0,train_open,1.235,1.303,0.287,0.558,0.0,0.13,0.136,0.138,0.131
3.0,6.0,test_trans,2.386,2.545,0.934,0.633,0.113,0.119,0.132,0.136,0.129
3.0,6.0,train_closed,0.99,1.007,0.122,0.886,0.583,0.084,0.089,0.095,0.089
3.0,6.0,train_open,1.15,1.179,0.198,0.726,0.609,0.086,0.099,0.099,0.098
3.0,7.0,test_trans,2.308,2.906,1.342,0.215,0.0,0.152,0.158,0.163,0.172
3.0,7.0,train_closed,1.133,1.152,0.165,0.816,0.0,0.145,0.15,0.156,0.165
3.0,7.0,train_open,1.232,1.275,0.219,0.652,0.099,0.153,0.158,0.164,0.172
3.0,8.0,test_trans,2.213,2.281,0.588,0.845,0.001,0.181,0.18,0.192,0.183
3.0,8.0,train_closed,1.146,1.169,0.163,0.844,0.0,0.169,0.168,0.18,0.173
3.0,8.0,train_open,1.248,1.286,0.217,0.591,0.026,0.174,0.168,0.176,0.175
3.0,9.0,test_trans,2.541,2.542,0.748,0.732,0.0,0.159,0.171,0.176,0.173
3.0,9.0,train_closed,1.115,1.138,0.159,0.836,0.0,0.137,0.143,0.143,0.141
3.0,9.0,train_open,1.236,1.267,0.212,0.624,0.0,0.135,0.155,0.158,0.151
3.0,10.0,test_trans,2.29,2.37,0.69,0.828,0.341,0.116,0.124,0.133,0.122
3.0,10.0,train_closed,1.013,1.028,0.129,0.846,0.794,0.091,0.094,0.105,0.091
3.0,10.0,train_open,1.159,1.2,0.229,0.724,0.587,0.099,0.101,0.118,0.105
3.0,11.0,test_trans,2.417,2.556,0.852,0.705,0.0,0.145,0.155,0.165,0.157
3.0,11.0,train_closed,1.072,1.093,0.147,0.852,0.0,0.118,0.119,0.131,0.121
3.0,11.0,train_open,1.205,1.235,0.209,0.684,0.0,0.125,0.13,0.141,0.135
3.0,12.0,test_trans,2.61,2.743,0.956,0.672,0.006,0.166,0.176,0.182,0.174
3.0,12.0,train_closed,1.097,1.121,0.149,0.855,0.013,0.135,0.137,0.142,0.139
3.0,12.0,train_open,1.226,1.264,0.212,0.672,0.165,0.138,0.142,0.149,0.147
3.0,13.0,test_trans,2.291,2.878,1.395,0.231,0.327,0.103,0.113,0.11,0.114
3.0,13.0,train_closed,1.004,1.021,0.128,0.884,0.736,0.095,0.105,0.101,0.106
3.0,13.0,train_open,1.142,1.177,0.186,0.735,0.455,0.095,0.103,0.105,0.106
3.0,14.0,test_trans,2.306,2.831,1.298,0.242,0.64,0.091,0.096,0.104,0.096
3.0,14.0,train_closed,0.996,1.014,0.129,0.878,0.758,0.087,0.091,0.1,0.092
3.0,14.0,train_open,1.147,1.184,0.179,0.704,0.658,0.092,0.098,0.104,0.104
3.0,15.0,test_trans,2.382,2.838,1.253,0.334,0.0,0.15,0.151,0.169,0.154
3.0,15.0,train_closed,1.119,1.141,0.161,0.844,0.0,0.137,0.142,0.158,0.142
3.0,15.0,train_open,1.24,1.28,0.215,0.669,0.0,0.143,0.151,0.166,0.155
4.0,6.0,test_trans,1.997,2.023,0.401,0.929,0.051,0.129,0.138,0.136,0.13
4.0,6.0,train_closed,1.043,1.056,0.121,0.9,0.583,0.101,0.11,0.11,0.102
4.0,6.0,train_open,1.185,1.211,0.164,0.806,0.376,0.104,0.121,0.12,0.117
4.0,7.0,test_trans,2.022,2.033,0.372,0.926,0.021,0.164,0.163,0.162,0.172
4.0,7.0,train_closed,1.111,1.121,0.124,0.887,0.32,0.141,0.139,0.137,0.147
4.0,7.0,train_open,1.225,1.254,0.177,0.769,0.104,0.141,0.144,0.148,0.155
4.0,8.0,test_trans,1.966,2.004,0.417,0.924,0.076,0.131,0.138,0.137,0.13
4.0,8.0,train_closed,1.017,1.028,0.117,0.903,0.652,0.11,0.114,0.115,0.106
4.0,8.0,train_open,1.157,1.181,0.159,0.811,0.455,0.113,0.118,0.115,0.115
4.0,9.0,test_trans,1.955,2.0,0.426,0.935,0.311,0.108,0.117,0.116,0.102
4.0,9.0,train_closed,0.989,0.999,0.109,0.919,0.763,0.086,0.095,0.101,0.086
4.0,9.0,train_open,1.104,1.128,0.148,0.83,0.509,0.091,0.101,0.106,0.094
4.0,10.0,test_trans,1.96,1.997,0.396,0.939,0.055,0.136,0.137,0.134,0.137
4.0,10.0,train_closed,1.014,1.027,0.115,0.904,0.677,0.113,0.108,0.111,0.11
4.0,10.0,train_open,1.137,1.161,0.15,0.826,0.455,0.114,0.113,0.113,0.116
4.0,11.0,test_trans,1.968,2.003,0.391,0.938,0.015,0.133,0.135,0.141,0.133
4.0,11.0,train_closed,1.049,1.06,0.119,0.905,0.414,0.112,0.108,0.116,0.109
4.0,11.0,train_open,1.17,1.196,0.156,0.81,0.389,0.112,0.116,0.122,0.117
4.0,12.0,test_trans,1.985,2.019,0.392,0.938,0.223,0.129,0.135,0.131,0.129
4.0,12.0,train_closed,1.048,1.059,0.117,0.901,0.694,0.105,0.111,0.109,0.105
4.0,12.0,train_open,1.154,1.18,0.156,0.817,0.444,0.106,0.114,0.111,0.109
4.0,13.0,test_trans,1.972,2.021,0.391,0.934,0.081,0.139,0.136,0.134,0.132
4.0,13.0,train_closed,1.059,1.071,0.117,0.904,0.517,0.115,0.111,0.112,0.107
4.0,13.0,train_open,1.15,1.175,0.152,0.815,0.364,0.123,0.116,0.114,0.118
4.0,14.0,test_trans,1.992,2.024,0.407,0.925,0.071,0.143,0.146,0.14,0.14
4.0,14.0,train_closed,1.049,1.061,0.118,0.892,0.599,0.121,0.117,0.116,0.119
4.0,14.0,train_open,1.157,1.18,0.155,0.801,0.476,0.127,0.126,0.122,0.125
4.0,15.0,test_trans,2.004,2.031,0.411,0.926,0.109,0.134,0.133,0.135,0.13
4.0,15.0,train_closed,1.047,1.058,0.117,0.897,0.671,0.11,0.107,0.113,0.105
4.0,15.0,train_open,1.164,1.191,0.158,0.818,0.416,0.114,0.109,0.108,0.114
5.0,6.0,test_trans,1.874,1.932,0.379,0.945,0.0,0.159,0.17,0.164,0.174
5.0,6.0,train_closed,1.098,1.11,0.123,0.891,0.0,0.139,0.138,0.141,0.147
5.0,6.0,train_open,1.188,1.229,0.187,0.752,0.0,0.142,0.153,0.15,0.154
5.0,7.0,test_trans,1.845,1.882,0.336,0.955,0.017,0.139,0.142,0.14,0.154
5.0,7.0,train_closed,1.041,1.053,0.113,0.909,0.333,0.116,0.111,0.115,0.127
5.0,7.0,train_open,1.153,1.181,0.161,0.83,0.04,0.125,0.12,0.12,0.132
5.0,8.0,test_trans,1.855,1.903,0.352,0.961,0.105,0.123,0.133,0.135,0.136
5.0,8.0,train_closed,1.012,1.023,0.11,0.926,0.673,0.095,0.108,0.108,0.109
5.0,8.0,train_open,1.108,1.137,0.153,0.825,0.537,0.108,0.111,0.117,0.118
5.0,9.0,test_trans,1.8,1.851,0.331,0.951,0.055,0.13,0.141,0.145,0.142
5.0,9.0,train_closed,1.024,1.034,0.111,0.914,0.553,0.105,0.11,0.122,0.116
5.0,9.0,train_open,1.128,1.155,0.155,0.816,0.395,0.116,0.118,0.133,0.12
5.0,10.0,test_trans,1.88,1.929,0.368,0.949,0.0,0.157,0.173,0.173,0.17
5.0,10.0,train_closed,1.08,1.093,0.118,0.898,0.0,0.127,0.138,0.145,0.136
5.0,10.0,train_open,1.189,1.218,0.164,0.81,0.007,0.139,0.145,0.151,0.152
5.0,11.0,test_trans,1.842,1.888,0.331,0.962,0.0,0.135,0.139,0.134,0.14
5.0,11.0,train_closed,1.028,1.04,0.114,0.918,0.009,0.106,0.107,0.104,0.11
5.0,11.0,train_open,1.134,1.163,0.16,0.834,0.163,0.114,0.115,0.115,0.118
5.0,12.0,test_trans,1.847,1.89,0.346,0.952,0.001,0.138,0.158,0.154,0.151
5.0,12.0,train_closed,1.053,1.063,0.116,0.909,0.0,0.121,0.131,0.125,0.124
5.0,12.0,train_open,1.145,1.175,0.158,0.829,0.044,0.127,0.145,0.135,0.131
5.0,13.0,test_trans,1.887,1.916,0.363,0.945,0.0,0.156,0.163,0.164,0.168
5.0,13.0,train_closed,1.065,1.076,0.116,0.901,0.001,0.133,0.136,0.137,0.141
5.0,13.0,train_open,1.16,1.19,0.162,0.782,0.0,0.133,0.143,0.142,0.144
5.0,14.0,test_trans,1.891,1.917,0.366,0.949,0.001,0.158,0.166,0.17,0.166
5.0,14.0,train_closed,1.067,1.079,0.118,0.908,0.0,0.129,0.136,0.148,0.131
5.0,14.0,train_open,1.17,1.198,0.159,0.799,0.043,0.136,0.142,0.146,0.143
5.0,15.0,test_trans,1.845,1.913,0.386,0.936,0.003,0.17,0.184,0.174,0.183
5.0,15.0,train_closed,1.114,1.124,0.124,0.891,0.19,0.148,0.156,0.153,0.161
5.0,15.0,train_open,1.217,1.262,0.204,0.721,0.0,0.155,0.164,0.165,0.163
6.0,6.0,test_trans,1.862,1.909,0.372,0.903,0.001,0.198,0.197,0.216,0.191
6.0,6.0,train_closed,1.126,1.139,0.135,0.891,0.117,0.173,0.182,0.198,0.168
6.0,6.0,train_open,1.224,1.258,0.186,0.747,0.0,0.184,0.185,0.208,0.194
6.0,7.0,test_trans,1.864,1.902,0.353,0.907,0.0,0.17,0.181,0.202,0.173
6.0,7.0,train_closed,1.153,1.162,0.135,0.89,0.006,0.152,0.169,0.183,0.156
6.0,7.0,train_open,1.255,1.291,0.19,0.734,0.0,0.169,0.178,0.189,0.176
6.0,8.0,test_trans,1.84,1.883,0.349,0.917,0.0,0.174,0.184,0.192,0.176
6.0,8.0,train_closed,1.142,1.151,0.132,0.896,0.0,0.155,0.165,0.173,0.154
6.0,8.0,train_open,1.236,1.274,0.186,0.75,0.0,0.167,0.169,0.176,0.167
6.0,9.0,test_trans,1.827,1.879,0.352,0.92,0.019,0.174,0.182,0.187,0.171
6.0,9.0,train_closed,1.128,1.136,0.123,0.902,0.199,0.151,0.159,0.172,0.149
6.0,9.0,train_open,1.219,1.251,0.179,0.778,0.0,0.162,0.174,0.172,0.152
6.0,10.0,test_trans,1.83,1.882,0.378,0.945,0.087,0.124,0.145,0.152,0.136
6.0,10.0,train_closed,0.992,1.003,0.104,0.919,0.456,0.1,0.122,0.128,0.113
6.0,10.0,train_open,1.096,1.12,0.138,0.84,0.605,0.107,0.128,0.131,0.12
6.0,11.0,test_trans,1.854,1.927,0.381,0.945,0.124,0.118,0.128,0.13,0.12
6.0,11.0,train_closed,0.962,0.974,0.105,0.935,0.592,0.091,0.099,0.106,0.099
6.0,11.0,train_open,1.065,1.083,0.129,0.876,0.327,0.094,0.106,0.107,0.104
6.0,12.0,test_trans,1.843,1.887,0.346,0.916,0.0,0.164,0.186,0.196,0.177
6.0,12.0,train_closed,1.135,1.145,0.131,0.894,0.0,0.141,0.165,0.176,0.154
6.0,12.0,train_open,1.227,1.26,0.184,0.743,0.025,0.155,0.171,0.181,0.165
6.0,13.0,test_trans,1.837,1.888,0.37,0.899,0.0,0.171,0.187,0.192,0.172
6.0,13.0,train_closed,1.14,1.149,0.123,0.894,0.0,0.151,0.171,0.174,0.153
6.0,13.0,train_open,1.227,1.258,0.183,0.769,0.0,0.163,0.178,0.18,0.164
6.0,14.0,test_trans,1.908,1.963,0.383,0.893,0.0,0.174,0.196,0.194,0.186
6.0,14.0,train_closed,1.166,1.174,0.142,0.875,0.0,0.153,0.176,0.175,0.167
6.0,14.0,train_open,1.274,1.313,0.197,0.746,0.0,0.171,0.197,0.189,0.186
6.0,15.0,test_trans,1.86,1.899,0.35,0.917,0.0,0.178,0.193,0.196,0.188
6.0,15.0,train_closed,1.144,1.153,0.13,0.892,0.0,0.158,0.176,0.173,0.17
6.0,15.0,train_open,1.238,1.274,0.181,0.752,0.02,0.177,0.185,0.185,0.183
7.0,6.0,test_trans,1.747,1.766,0.323,0.959,0.109,0.116,0.125,0.13,0.126
7.0,6.0,train_closed,0.953,0.966,0.104,0.923,0.685,0.088,0.099,0.107,0.097
7.0,6.0,train_open,1.071,1.098,0.143,0.88,0.358,0.098,0.107,0.114,0.103
7.0,7.0,test_trans,1.743,1.766,0.313,0.966,0.04,0.121,0.128,0.136,0.13
7.0,7.0,train_closed,0.958,0.969,0.103,0.916,0.188,0.096,0.1,0.105,0.103
7.0,7.0,train_open,1.073,1.102,0.146,0.882,0.287,0.097,0.107,0.109,0.105
7.0,8.0,test_trans,1.835,1.852,0.314,0.941,0.0,0.173,0.189,0.185,0.199
7.0,8.0,train_closed,1.127,1.135,0.136,0.867,0.0,0.15,0.163,0.159,0.169
7.0,8.0,train_open,1.269,1.31,0.185,0.766,0.0,0.159,0.175,0.169,0.18
7.0,9.0,test_trans,1.779,1.797,0.323,0.967,0.05,0.129,0.133,0.138,0.138
7.0,9.0,train_closed,0.962,0.971,0.103,0.926,0.154,0.097,0.099,0.101,0.104
7.0,9.0,train_open,1.065,1.093,0.137,0.885,0.404,0.103,0.109,0.11,0.107
7.0,10.0,test_trans,1.752,1.776,0.316,0.965,0.09,0.126,0.135,0.138,0.139
7.0,10.0,train_closed,0.979,0.99,0.107,0.915,0.527,0.1,0.107,0.115,0.114
7.0,10.0,train_open,1.074,1.106,0.149,0.876,0.389,0.108,0.116,0.12,0.112
7.0,11.0,test_trans,1.834,1.846,0.296,0.941,0.0,0.174,0.179,0.181,0.184
7.0,11.0,train_closed,1.125,1.134,0.124,0.888,0.0,0.152,0.155,0.16,0.164
7.0,11.0,train_open,1.219,1.252,0.166,0.803,0.0,0.161,0.162,0.166,0.165
7.0,12.0,test_trans,1.761,1.801,0.33,0.969,0.091,0.115,0.129,0.136,0.126
7.0,12.0,train_closed,0.947,0.957,0.102,0.933,0.69,0.083,0.092,0.102,0.095
7.0,12.0,train_open,1.055,1.081,0.139,0.894,0.355,0.093,0.103,0.111,0.099
7.0,13.0,test_trans,1.771,1.783,0.319,0.964,0.018,0.127,0.134,0.134,0.134
7.0,13.0,train_closed,0.961,0.971,0.103,0.92,0.258,0.096,0.1,0.107,0.105
7.0,13.0,train_open,1.071,1.099,0.144,0.877,0.21,0.108,0.112,0.114,0.111
7.0,14.0,test_trans,1.754,1.783,0.331,0.97,0.05,0.125,0.129,0.127,0.131
7.0,14.0,train_closed,0.941,0.953,0.099,0.923,0.526,0.092,0.092,0.09,0.097
7.0,14.0,train_open,1.06,1.086,0.137,0.873,0.366,0.099,0.097,0.098,0.101
7.0,15.0,test_trans,1.825,1.829,0.276,0.953,0.0,0.17,0.177,0.177,0.18
7.0,15.0,train_closed,1.108,1.114,0.124,0.895,0.004,0.145,0.153,0.15,0.155
7.0,15.0,train_open,1.213,1.254,0.179,0.809,0.006,0.157,0.166,0.159,0.162
8.0,6.0,test_trans,1.732,1.77,0.348,0.959,0.04,0.122,0.133,0.14,0.13
8.0,6.0,train_closed,0.998,1.006,0.1,0.923,0.394,0.098,0.107,0.114,0.108
8.0,6.0,train_open,1.106,1.133,0.131,0.875,0.0,0.104,0.113,0.117,0.102
8.0,7.0,test_trans,1.743,1.773,0.333,0.963,0.084,0.12,0.129,0.131,0.127
8.0,7.0,train_closed,0.968,0.979,0.099,0.918,0.368,0.101,0.101,0.103,0.107
8.0,7.0,train_open,1.066,1.089,0.135,0.851,0.469,0.103,0.109,0.114,0.102
8.0,8.0,test_trans,1.819,1.883,0.417,0.969,0.0,0.134,0.138,0.144,0.138
8.0,8.0,train_closed,0.992,1.002,0.097,0.926,0.0,0.108,0.108,0.111,0.103
8.0,8.0,train_open,1.095,1.119,0.131,0.874,0.0,0.108,0.116,0.116,0.112
8.0,9.0,test_trans,1.715,1.763,0.344,0.964,0.181,0.103,0.111,0.113,0.107
8.0,9.0,train_closed,0.91,0.92,0.089,0.929,0.783,0.079,0.084,0.087,0.084
8.0,9.0,train_open,1.009,1.028,0.118,0.889,0.346,0.087,0.091,0.093,0.088
8.0,10.0,test_trans,1.698,1.724,0.313,0.964,0.067,0.116,0.126,0.125,0.125
8.0,10.0,train_closed,0.975,0.985,0.102,0.935,0.421,0.092,0.102,0.1,0.099
8.0,10.0,train_open,1.084,1.106,0.13,0.879,0.509,0.095,0.105,0.107,0.104
8.0,11.0,test_trans,1.874,1.906,0.399,0.961,0.0,0.155,0.164,0.169,0.159
8.0,11.0,train_closed,1.031,1.039,0.102,0.892,0.021,0.134,0.141,0.144,0.133
8.0,11.0,train_open,1.1,1.125,0.14,0.83,0.0,0.141,0.146,0.137,0.137
8.0,12.0,test_trans,1.684,1.729,0.337,0.973,0.139,0.096,0.113,0.107,0.11
8.0,12.0,train_closed,0.908,0.918,0.088,0.945,0.786,0.071,0.083,0.083,0.082
8.0,12.0,train_open,0.988,1.006,0.113,0.891,0.53,0.079,0.089,0.085,0.089
8.0,13.0,test_trans,1.97,2.076,0.553,0.97,0.182,0.121,0.135,0.133,0.132
8.0,13.0,train_closed,0.976,0.989,0.102,0.937,0.471,0.088,0.098,0.098,0.095
8.0,13.0,train_open,1.051,1.076,0.128,0.877,0.457,0.097,0.106,0.106,0.097
8.0,14.0,test_trans,1.863,1.864,0.361,0.948,0.154,0.122,0.131,0.133,0.13
8.0,14.0,train_closed,0.97,0.982,0.1,0.931,0.689,0.098,0.103,0.106,0.101
8.0,14.0,train_open,1.069,1.089,0.125,0.899,0.021,0.104,0.107,0.11,0.109
8.0,15.0,test_trans,1.806,1.891,0.433,0.969,0.007,0.137,0.142,0.149,0.144
8.0,15.0,train_closed,0.995,1.004,0.101,0.914,0.057,0.109,0.114,0.117,0.114
8.0,15.0,train_open,1.064,1.087,0.13,0.868,0.128,0.118,0.122,0.125,0.113
9.0,6.0,test_trans,1.72,1.761,0.303,0.967,0.034,0.141,0.148,0.159,0.153
9.0,6.0,train_closed,0.99,1.001,0.105,0.918,0.346,0.114,0.125,0.13,0.126
9.0,6.0,train_open,1.078,1.098,0.131,0.845,0.224,0.125,0.127,0.127,0.134
9.0,7.0,test_trans,1.653,1.72,0.369,0.965,0.084,0.113,0.118,0.125,0.115
9.0,7.0,train_closed,0.898,0.908,0.092,0.937,0.571,0.087,0.091,0.096,0.092
9.0,7.0,train_open,0.999,1.014,0.118,0.903,0.578,0.095,0.099,0.098,0.1
9.0,8.0,test_trans,1.733,1.76,0.344,0.968,0.156,0.131,0.131,0.124,0.13
9.0,8.0,train_closed,0.907,0.917,0.093,0.947,0.547,0.108,0.104,0.103,0.107
9.0,8.0,train_open,1.003,1.015,0.106,0.899,0.585,0.107,0.106,0.107,0.114
9.0,9.0,test_trans,1.679,1.721,0.312,0.963,0.031,0.115,0.124,0.129,0.123
9.0,9.0,train_closed,0.931,0.939,0.09,0.932,0.545,0.088,0.098,0.098,0.095
9.0,9.0,train_open,1.027,1.044,0.12,0.886,0.33,0.1,0.104,0.103,0.104
9.0,10.0,test_trans,1.733,1.774,0.329,0.97,0.028,0.132,0.133,0.14,0.139
9.0,10.0,train_closed,0.971,0.982,0.101,0.931,0.328,0.11,0.109,0.112,0.115
9.0,10.0,train_open,1.051,1.07,0.119,0.886,0.335,0.106,0.111,0.113,0.113
9.0,11.0,test_trans,1.706,1.752,0.304,0.969,0.021,0.148,0.143,0.155,0.153
9.0,11.0,train_closed,0.981,0.995,0.102,0.928,0.407,0.123,0.12,0.132,0.134
9.0,11.0,train_open,1.063,1.085,0.136,0.859,0.19,0.126,0.12,0.127,0.129
9.0,12.0,test_trans,1.752,1.781,0.307,0.968,0.002,0.15,0.153,0.162,0.162
9.0,12.0,train_closed,0.996,1.009,0.108,0.926,0.001,0.128,0.138,0.149,0.142
9.0,12.0,train_open,1.076,1.1,0.138,0.849,0.07,0.132,0.13,0.14,0.145
9.0,13.0,test_trans,1.67,1.728,0.316,0.971,0.142,0.124,0.122,0.129,0.128
9.0,13.0,train_closed,0.944,0.954,0.094,0.941,0.692,0.102,0.096,0.101,0.107
9.0,13.0,train_open,1.033,1.05,0.12,0.896,0.337,0.102,0.104,0.105,0.108
9.0,14.0,test_trans,1.753,1.75,0.327,0.971,0.168,0.121,0.124,0.131,0.118
9.0,14.0,train_closed,0.944,0.956,0.096,0.936,0.676,0.092,0.098,0.105,0.095
9.0,14.0,train_open,1.039,1.052,0.112,0.895,0.381,0.099,0.099,0.103,0.095
9.0,15.0,test_trans,1.735,1.79,0.358,0.968,0.026,0.125,0.135,0.142,0.134
9.0,15.0,train_closed,0.959,0.968,0.095,0.931,0.35,0.098,0.107,0.113,0.105
9.0,15.0,train_open,1.051,1.067,0.117,0.894,0.204,0.104,0.113,0.117,0.109
10.0,6.0,test_trans,1.74,1.771,0.323,0.956,0.013,0.127,0.141,0.152,0.134
10.0,6.0,train_closed,0.964,0.974,0.095,0.933,0.177,0.111,0.126,0.134,0.112
10.0,6.0,train_open,1.066,1.084,0.129,0.887,0.204,0.116,0.122,0.134,0.113
10.0,7.0,test_trans,1.723,1.723,0.297,0.955,0.158,0.102,0.12,0.126,0.113
10.0,7.0,train_closed,0.912,0.92,0.088,0.944,0.591,0.086,0.1,0.108,0.096
10.0,7.0,train_open,1.014,1.03,0.118,0.895,0.55,0.087,0.107,0.112,0.098
10.0,8.0,test_trans,1.669,1.684,0.311,0.955,0.323,0.096,0.114,0.113,0.107
10.0,8.0,train_closed,0.9,0.912,0.094,0.943,0.646,0.08,0.092,0.091,0.086
10.0,8.0,train_open,1.01,1.028,0.132,0.9,0.604,0.085,0.099,0.099,0.094
10.0,9.0,test_trans,1.671,1.69,0.302,0.956,0.302,0.111,0.118,0.124,0.122
10.0,9.0,train_closed,0.947,0.955,0.097,0.938,0.811,0.09,0.097,0.099,0.094
10.0,9.0,train_open,1.031,1.051,0.137,0.907,0.251,0.093,0.103,0.103,0.099
10.0,10.0,test_trans,1.746,1.754,0.323,0.95,0.007,0.113,0.123,0.129,0.126
10.0,10.0,train_closed,0.946,0.956,0.097,0.939,0.564,0.094,0.105,0.113,0.106
10.0,10.0,train_open,1.034,1.054,0.126,0.899,0.264,0.097,0.104,0.111,0.105
10.0,11.0,test_trans,1.769,1.804,0.312,0.96,0.004,0.135,0.143,0.148,0.143
10.0,11.0,train_closed,0.992,1.003,0.104,0.935,0.366,0.115,0.124,0.129,0.124
10.0,11.0,train_open,1.067,1.091,0.155,0.897,0.016,0.113,0.124,0.13,0.124
10.0,12.0,test_trans,1.737,1.739,0.302,0.96,0.0,0.132,0.145,0.153,0.152
10.0,12.0,train_closed,0.999,1.01,0.098,0.923,0.0,0.111,0.121,0.127,0.13
10.0,12.0,train_open,1.099,1.122,0.14,0.886,0.003,0.113,0.125,0.132,0.128
10.0,13.0,test_trans,1.745,1.78,0.296,0.957,0.0,0.159,0.17,0.173,0.175
10.0,13.0,train_closed,1.031,1.044,0.1,0.918,0.0,0.132,0.136,0.144,0.145
10.0,13.0,train_open,1.113,1.137,0.139,0.863,0.0,0.135,0.139,0.147,0.143
10.0,14.0,test_trans,1.755,1.775,0.287,0.964,0.006,0.157,0.154,0.152,0.162
10.0,14.0,train_closed,1.027,1.04,0.099,0.921,0.001,0.13,0.121,0.121,0.133
10.0,14.0,train_open,1.12,1.145,0.15,0.865,0.001,0.134,0.128,0.125,0.145
10.0,15.0,test_trans,1.748,1.75,0.302,0.951,0.038,0.15,0.157,0.171,0.161
10.0,15.0,train_closed,1.018,1.03,0.105,0.92,0.237,0.132,0.136,0.143,0.142
10.0,15.0,train_open,1.104,1.129,0.151,0.877,0.017,0.138,0.14,0.157,0.139
11.0,6.0,test_trans,1.702,1.748,0.33,0.973,0.079,0.109,0.113,0.119,0.116
11.0,6.0,train_closed,0.891,0.901,0.084,0.947,0.617,0.085,0.085,0.091,0.09
11.0,6.0,train_open,0.991,1.005,0.115,0.912,0.314,0.094,0.092,0.097,0.097
11.0,7.0,test_trans,1.641,1.643,0.295,0.965,0.064,0.124,0.13,0.129,0.125
11.0,7.0,train_closed,0.888,0.897,0.084,0.937,0.638,0.1,0.103,0.101,0.1
11.0,7.0,train_open,1.004,1.021,0.13,0.893,0.131,0.102,0.106,0.107,0.108
11.0,8.0,test_trans,1.702,1.715,0.326,0.973,0.043,0.124,0.122,0.125,0.133
11.0,8.0,train_closed,0.903,0.914,0.091,0.943,0.651,0.101,0.099,0.099,0.111
11.0,8.0,train_open,0.997,1.016,0.129,0.899,0.116,0.106,0.1,0.105,0.115
11.0,9.0,test_trans,1.663,1.679,0.315,0.974,0.038,0.109,0.115,0.119,0.11
11.0,9.0,train_closed,0.882,0.89,0.084,0.951,0.352,0.087,0.084,0.092,0.087
