var,run,key,median_rmsd,mean_rmsd,std_rmsd,ccc,inversion_ratio,wd_N-CA,wd_CA-C,wd_C-N,wd_CA-CB
2,1,train_both,1.1060070991516113,1.152661919593811,0.23081164062023163,0.9737965169402582,0.65825,0.09712560192539912,0.10355978352022385,0.1070373807314425,0.09995832682081895
3,1,train_both,1.1121022701263428,1.14198637008667,0.18770305812358856,0.9729977463629609,0.452,0.09994638203633452,0.11126566668279313,0.11235733709125484,0.10924483517437979
4,1,train_both,1.063157081604004,1.083730697631836,0.1475762128829956,0.9869985013874779,0.68775,0.09917916130116836,0.10586970145053295,0.11102991451853632,0.10740837621836176
5,1,train_both,1.1515419483184814,1.1768298149108887,0.1660047173500061,0.9869786401196059,0.1495,0.12274035230235922,0.12998337260272688,0.14182634822913626,0.14055894337282962
6,1,train_both,1.1881799697875977,1.2120426893234253,0.1649262011051178,0.9827365755742282,0.0,0.16801489068393843,0.17345699340860782,0.1872530395409195,0.1741021010013162
7,1,train_both,0.9789747595787048,0.9947072267532349,0.12548178434371948,0.9923842463857743,0.474,0.08065419388076547,0.09230219136996005,0.09091977242742669,0.08862409748642777
8,1,train_both,0.9974617958068848,1.013791561126709,0.11596818268299103,0.9910318664370305,0.58225,0.09355623096923471,0.10522953714591451,0.10307191864884274,0.09489643689280639
9,1,train_both,0.9459766149520874,0.9580453634262085,0.11242976784706116,0.9930857067114591,0.62625,0.09115875762208207,0.09308207630603074,0.1002186215105593,0.09086817292896301
10,1,train_both,0.9956783056259155,1.0089540481567383,0.11862238496541977,0.99193043381182,0.4735,0.10080437635623553,0.11331035131466677,0.11826443758377057,0.10721398833609881
11,1,train_both,0.9469925165176392,0.965859055519104,0.12365981936454773,0.9932673806558041,0.18025,0.10038750518240389,0.10357211277384143,0.10913124892314695,0.10052700018672106
12,1,train_both,0.9391758441925049,0.9543997645378113,0.10852230340242386,0.994042092192884,0.61475,0.08357470222170833,0.09451927150469666,0.09375164564983454,0.09279242174327834
13,1,train_both,0.9397960901260376,0.9580703973770142,0.1131422370672226,0.9933513428756562,0.4995,0.09930974950794844,0.10114912842667836,0.10603740151911739,0.10242046111608649
14,1,train_both,0.9919841885566711,1.006907343864441,0.11181313544511795,0.9927691327159458,0.31475,0.11400460001419865,0.1200336314078497,0.12320299379521166,0.11627612164836165
15,1,train_both,0.9070752859115601,0.9214428663253784,0.10720884054899216,0.9941402023056884,0.633,0.09188953129741757,0.09208585942768462,0.1043889605551875,0.09210553374690397
16,1,train_both,0.9414379596710205,0.9549814462661743,0.10870340466499329,0.9940878849201604,0.52625,0.09196130018575588,0.09927832930047456,0.10206836768050911,0.09976929064823187
17,1,train_both,0.9467463493347168,0.9609541893005371,0.10713808238506317,0.9943459852315975,0.24125,0.08702605119379962,0.0980878059601314,0.1058841200089892,0.09874218254358583
18,1,train_both,0.9512597322463989,0.9672377109527588,0.12351427227258682,0.9929603251078362,0.2395,0.09428362127847849,0.09626032972420205,0.10209821650755821,0.10374738822243079
19,1,train_both,1.0593957901000977,1.0721300840377808,0.13132339715957642,0.9909506891812508,0.081,0.1329148525432459,0.1475945334446443,0.14304436229544237,0.13371328181556652
20,1,train_both,0.9335123300552368,0.9463499784469604,0.10973856598138809,0.9945749964919297,0.14025,0.10210749208632212,0.10453755723706756,0.10556073863894068,0.11382160752785087
var,run,key,median_rmsd,mean_rmsd,std_rmsd,ccc,inversion_ratio,wd_N-CA,wd_CA-C,wd_C-N,wd_CA-CB
2,2,train_both,1.1820333003997803,1.229431390762329,0.24475540220737457,0.9654717366913279,0.0,0.1560221960361647,0.1606248180494651,0.1726685634241175,0.16403640007645226
3,2,train_both,1.0846996307373047,1.111584186553955,0.17640157043933868,0.9758660772952342,0.65325,0.0959372584229714,0.10140537567192885,0.1020931201574793,0.10692889298883822
4,2,train_both,1.0730867385864258,1.0961365699768066,0.14640949666500092,0.9881163587117693,0.5975,0.1085342645697869,0.1151674983103289,0.11530713368010284,0.10754482073060984
5,2,train_both,1.1502761840820312,1.1754980087280273,0.1596553474664688,0.9875693097758738,0.00975,0.13961958131620347,0.14526366503176114,0.14392332995318108,0.15465796998353154
6,2,train_both,1.1805779933929443,1.2041062116622925,0.17378754913806915,0.9831690695618883,0.008,0.14655002764817024,0.15856402125133692,0.16724892813135198,0.17179423763815493
7,2,train_both,1.0094252824783325,1.029075026512146,0.13555680215358734,0.9906749125669466,0.484,0.097754100893085,0.10052723795176402,0.11037241630618454,0.10397404865665769
8,2,train_both,1.0248939990997314,1.0409337282180786,0.12198087573051453,0.9912755844234439,0.12425,0.10658400394143944,0.11136890253256718,0.10989452251986569,0.10495253340509587
9,2,train_both,1.0145503282546997,1.031076431274414,0.12929044663906097,0.9914597089948906,0.30975,0.1050838549534536,0.11337074238917794,0.10742657123964885,0.11658204874086187
10,2,train_both,0.9340115785598755,0.9465863704681396,0.1082959920167923,0.9924241023199162,0.535,0.08928117599172056,0.10510162638297019,0.10909797555520928,0.09666347357241309
11,2,train_both,0.9124559164047241,0.9266093969345093,0.11051765829324722,0.9942619763702318,0.7095,0.08757126433076662,0.0861472316137526,0.0882334369291069,0.09106511640420631
12,2,train_both,0.989867091178894,1.0056227445602417,0.1195758804678917,0.9900247713269661,0.2035,0.056791345765000126,0.06174345742080786,0.06332850133018447,0.06205981644560163
13,2,train_both,1.32086980342865,1.3537832498550415,0.201355442404747,0.9776378910612815,0.0,0.25216205731736474,0.2554431823015413,0.2585223286833333,0.26097910201176033
14,2,train_both,0.9641293883323669,0.9796693921089172,0.11649928241968155,0.9937916785550671,0.34725,0.09643469599717092,0.10861460767458753,0.11195288045650963,0.0993344123526207
15,2,train_both,0.8892651796340942,0.9021984934806824,0.10278336703777313,0.9952020799385035,0.536,0.08489230481318662,0.09007611439656688,0.094596685155581,0.09003814705477206
16,2,train_both,0.9536153674125671,0.9688851833343506,0.11761205643415451,0.9933371683928011,0.602,0.10246542665283084,0.1027890103000943,0.10572450345351331,0.10910511800962064
17,2,train_both,0.9396411180496216,0.9546260237693787,0.10947346687316895,0.9937364918380789,0.1185,0.09444371508051248,0.10823684887927312,0.10688061957611542,0.1037879923792081
18,2,train_both,0.9182175397872925,0.9318001866340637,0.11371277272701263,0.9947098839286929,0.45325,0.08443564067987266,0.08640196806938302,0.09379515777400121,0.088361428231592
19,2,train_both,1.0134871006011963,1.0253955125808716,0.12800972163677216,0.993271569115608,0.17225,0.12090543537551965,0.14539544979230118,0.14432613960715918,0.12382055061415626
20,2,train_both,0.9349158406257629,0.9493487477302551,0.1114894449710846,0.9943271963007547,0.49475,0.09059383475217862,0.09712898017022784,0.09605379083064833,0.09865901660293308
var,run,key,median_rmsd,mean_rmsd,std_rmsd,ccc,inversion_ratio,wd_N-CA,wd_CA-C,wd_C-N,wd_CA-CB
2,3,train_both,1.1679480075836182,1.2147549390792847,0.24136315286159515,0.9671094226286613,0.0845,0.13353360617600668,0.14073667824341654,0.15087158244616608,0.14245132157243134
