var,run,key,median_rmsd,mean_rmsd,std_rmsd,ccc,inversion_ratio,wd_N-CA,wd_CA-C,wd_C-N,wd_CA-CB
14,3,test_trans,2.105534315109253,2.1140053272247314,0.4923412501811981,0.8748698843605658,0.560625,0.08849441026851053,0.10080133785171858,0.10281399260277191,0.0867036317974816
14,3,train_both,1.0779902935028076,1.1165059804916382,0.19307655096054077,0.9795667969106558,0.48,0.07783641527008334,0.08888854870994653,0.0924935688302262,0.07730626422416448
14,3,train_closed,1.0203638076782227,1.0399162769317627,0.14032071828842163,0.8709213908046057,0.9045,0.07648348397473448,0.08638158098245113,0.09306133305662465,0.07546123150051098
14,3,train_open,1.1509852409362793,1.189470648765564,0.20461805164813995,0.7591285575621204,0.055,0.07912662584943281,0.09131457697988844,0.09177088199661829,0.07910099963890735
