train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
1.04e-01,1.81e+08,1.04e-01,3.75e-03,7.58e+06,-5.59e+00,0,2.97e+00,1.39e-01,2.77e-02,3.13e+00
2.97e-03,4.65e+06,2.97e-03,2.29e-03,3.10e+06,-6.08e+00,1,2.90e+00,1.39e-01,4.57e-02,3.08e+00
2.05e-03,2.45e+06,2.05e-03,1.72e-03,1.96e+06,-6.37e+00,2,2.92e+00,1.39e-01,4.58e-02,3.11e+00
1.64e-03,1.72e+06,1.64e-03,1.54e-03,1.64e+06,-6.48e+00,3,2.90e+00,1.39e-01,4.65e-02,3.08e+00
1.44e-03,1.38e+06,1.44e-03,1.37e-03,1.40e+06,-6.59e+00,4,2.89e+00,1.40e-01,4.56e-02,3.08e+00
1.30e-03,1.19e+06,1.30e-03,1.26e-03,1.22e+06,-6.68e+00,5,2.90e+00,1.40e-01,4.23e-02,3.08e+00
1.22e-03,1.05e+06,1.22e-03,1.17e-03,1.03e+06,-6.76e+00,6,2.89e+00,1.39e-01,4.47e-02,3.07e+00
1.15e-03,9.39e+05,1.15e-03,1.08e-03,9.00e+05,-6.83e+00,7,2.90e+00,1.39e-01,3.88e-02,3.07e+00
1.09e-03,8.50e+05,1.09e-03,1.00e-03,7.82e+05,-6.91e+00,8,2.89e+00,1.39e-01,4.58e-02,3.07e+00
1.04e-03,7.76e+05,1.04e-03,9.47e-04,6.94e+05,-6.96e+00,9,2.89e+00,1.39e-01,4.63e-02,3.08e+00
9.90e-04,7.08e+05,9.90e-04,9.09e-04,6.16e+05,-7.01e+00,10,2.90e+00,1.39e-01,4.69e-02,3.09e+00
9.49e-04,6.54e+05,9.49e-04,8.92e-04,5.82e+05,-7.02e+00,11,2.89e+00,1.39e-01,4.65e-02,3.08e+00
9.09e-04,5.96e+05,9.09e-04,8.73e-04,5.36e+05,-7.05e+00,12,2.89e+00,1.39e-01,4.65e-02,3.08e+00
