train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
1.11e+00,1.28e+08,1.28e+05,9.17e-01,1.37e+06,-7.24e-02,0,1.34e+01,2.91e-01,9.60e-02,1.38e+01
8.00e-01,9.41e+05,9.42e+02,7.00e-01,7.17e+05,-3.43e-01,1,4.36e+00,2.04e-01,4.92e-02,4.61e+00
6.27e-01,6.26e+05,6.26e+02,5.64e-01,5.55e+05,-5.59e-01,2,4.31e+00,2.05e-01,4.84e-02,4.56e+00
5.18e-01,5.08e+05,5.09e+02,4.79e-01,4.67e+05,-7.23e-01,3,4.32e+00,2.04e-01,4.91e-02,4.58e+00
4.51e-01,4.33e+05,4.34e+02,4.27e-01,4.03e+05,-8.37e-01,4,4.59e+00,2.18e-01,4.99e-02,4.86e+00
4.11e-01,3.76e+05,3.77e+02,3.97e-01,3.51e+05,-9.11e-01,5,4.71e+00,2.14e-01,4.96e-02,4.97e+00
3.88e-01,3.29e+05,3.30e+02,3.81e-01,3.08e+05,-9.54e-01,6,4.71e+00,2.27e-01,5.00e-02,4.98e+00
3.76e-01,2.90e+05,2.91e+02,3.72e-01,2.73e+05,-9.76e-01,7,4.69e+00,2.25e-01,4.13e-02,4.96e+00
3.70e-01,2.59e+05,2.59e+02,3.69e-01,2.45e+05,-9.86e-01,8,4.66e+00,2.24e-01,4.98e-02,4.93e+00
3.68e-01,2.33e+05,2.33e+02,3.68e-01,2.22e+05,-9.89e-01,9,4.74e+00,2.17e-01,4.99e-02,5.01e+00
3.67e-01,2.11e+05,2.12e+02,3.68e-01,2.01e+05,-9.88e-01,10,4.54e+00,2.04e-01,4.15e-02,4.79e+00
3.68e-01,1.92e+05,1.92e+02,3.68e-01,1.83e+05,-9.87e-01,11,4.31e+00,2.09e-01,4.21e-02,4.56e+00
3.69e-01,1.75e+05,1.76e+02,3.69e-01,1.67e+05,-9.84e-01,12,4.47e+00,2.16e-01,3.49e-02,4.72e+00
3.70e-01,1.64e+05,1.64e+02,3.71e-01,1.78e+05,-9.81e-01,13,4.35e+00,2.15e-01,3.37e-02,4.60e+00
3.71e-01,1.70e+05,1.70e+02,3.72e-01,1.58e+05,-9.78e-01,14,4.46e+00,2.10e-01,8.01e-02,4.75e+00
3.72e-01,1.80e+05,1.81e+02,3.73e-01,1.70e+05,-9.75e-01,15,4.54e+00,2.06e-01,4.16e-02,4.79e+00
3.73e-01,1.99e+05,1.99e+02,3.74e-01,2.89e+05,-9.71e-01,16,4.32e+00,2.04e-01,4.50e-02,4.57e+00
3.74e-01,2.01e+05,2.02e+02,3.75e-01,2.47e+05,-9.69e-01,17,4.54e+00,2.17e-01,4.25e-02,4.80e+00
3.57e-01,9.18e+06,9.18e+03,3.43e-01,1.10e+06,-1.06e+00,18,4.43e+00,2.25e-01,4.82e-02,4.70e+00
3.44e-01,9.17e+05,9.18e+02,3.45e-01,8.06e+05,-1.05e+00,19,4.61e+00,2.18e-01,4.17e-02,4.87e+00
3.46e-01,7.50e+05,7.50e+02,3.47e-01,7.03e+05,-1.05e+00,20,4.49e+00,2.14e-01,4.25e-02,4.75e+00
3.47e-01,6.69e+05,6.70e+02,3.48e-01,6.39e+05,-1.04e+00,21,4.45e+00,2.25e-01,4.29e-02,4.72e+00
3.49e-01,6.14e+05,6.15e+02,3.49e-01,5.91e+05,-1.04e+00,22,4.64e+00,2.08e-01,4.17e-02,4.89e+00
3.50e-01,5.70e+05,5.70e+02,3.50e-01,5.49e+05,-1.04e+00,23,4.59e+00,2.14e-01,4.29e-02,4.84e+00
3.51e-01,5.30e+05,5.30e+02,3.51e-01,5.11e+05,-1.03e+00,24,4.60e+00,2.14e-01,4.17e-02,4.85e+00
3.52e-01,4.94e+05,4.95e+02,3.53e-01,4.78e+05,-1.03e+00,25,4.58e+00,2.11e-01,4.21e-02,4.83e+00
3.53e-01,4.62e+05,4.62e+02,3.54e-01,4.46e+05,-1.03e+00,26,4.56e+00,2.11e-01,4.57e-02,4.82e+00
3.54e-01,4.31e+05,4.31e+02,3.55e-01,4.16e+05,-1.02e+00,27,4.62e+00,2.19e-01,4.18e-02,4.88e+00
3.56e-01,4.01e+05,4.01e+02,3.57e-01,3.85e+05,-1.02e+00,28,4.58e+00,2.13e-01,4.30e-02,4.84e+00
3.57e-01,3.70e+05,3.71e+02,3.58e-01,3.55e+05,-1.01e+00,29,4.60e+00,2.13e-01,4.38e-02,4.86e+00
3.59e-01,3.40e+05,3.40e+02,3.60e-01,3.24e+05,-1.01e+00,30,4.63e+00,2.20e-01,4.24e-02,4.89e+00
3.60e-01,3.09e+05,3.09e+02,3.61e-01,2.93e+05,-1.01e+00,31,4.62e+00,2.14e-01,4.24e-02,4.87e+00
3.62e-01,2.78e+05,2.79e+02,3.63e-01,2.63e+05,-1.00e+00,32,4.64e+00,2.12e-01,4.22e-02,4.90e+00
3.64e-01,2.51e+05,2.52e+02,3.64e-01,2.43e+05,-9.97e-01,33,4.63e+00,2.18e-01,4.21e-02,4.89e+00
3.65e-01,2.34e+05,2.34e+02,3.66e-01,2.29e+05,-9.92e-01,34,4.58e+00,2.20e-01,3.33e-02,4.84e+00
3.67e-01,2.15e+05,2.15e+02,3.68e-01,2.02e+05,-9.87e-01,35,4.59e+00,2.08e-01,4.79e-02,4.85e+00
