train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
3.96e-02,1.65e+08,3.96e-02,3.46e-03,5.71e+06,-5.67e+00,0,2.91e+00,1.39e-01,2.74e-02,3.08e+00
2.65e-03,3.38e+06,2.65e-03,2.19e-03,2.22e+06,-6.13e+00,1,2.88e+00,1.39e-01,4.45e-02,3.06e+00
1.74e-03,1.76e+06,1.74e-03,1.56e-03,1.50e+06,-6.46e+00,2,2.89e+00,1.40e-01,4.62e-02,3.08e+00
1.41e-03,1.28e+06,1.41e-03,1.44e-03,1.18e+06,-6.55e+00,3,2.89e+00,1.39e-01,4.57e-02,3.07e+00
1.25e-03,1.03e+06,1.25e-03,1.37e-03,9.59e+05,-6.60e+00,4,2.89e+00,1.39e-01,4.51e-02,3.07e+00
1.16e-03,8.82e+05,1.16e-03,1.27e-03,8.18e+05,-6.67e+00,5,2.90e+00,1.39e-01,6.14e-02,3.10e+00
1.11e-03,7.90e+05,1.11e-03,1.20e-03,7.66e+05,-6.72e+00,6,2.89e+00,1.39e-01,4.58e-02,3.07e+00
1.04e-03,7.06e+05,1.04e-03,1.16e-03,6.63e+05,-6.76e+00,7,2.89e+00,1.39e-01,3.86e-02,3.07e+00
9.98e-04,6.58e+05,9.98e-04,1.13e-03,6.20e+05,-6.79e+00,8,2.88e+00,1.39e-01,3.94e-02,3.06e+00
9.61e-04,6.10e+05,9.61e-04,1.09e-03,6.10e+05,-6.82e+00,9,2.88e+00,1.39e-01,4.54e-02,3.07e+00
9.31e-04,5.86e+05,9.31e-04,1.02e-03,5.87e+05,-6.89e+00,10,2.95e+00,1.39e-01,4.69e-02,3.13e+00
8.97e-04,5.50e+05,8.97e-04,9.52e-04,5.62e+05,-6.96e+00,11,2.89e+00,1.39e-01,3.89e-02,3.07e+00
8.70e-04,5.37e+05,8.70e-04,9.14e-04,5.36e+05,-7.00e+00,12,2.89e+00,1.39e-01,4.56e-02,3.07e+00
8.39e-04,5.09e+05,8.39e-04,8.77e-04,4.96e+05,-7.04e+00,13,2.89e+00,1.39e-01,4.28e-02,3.07e+00
8.27e-04,4.87e+05,8.27e-04,8.34e-04,4.88e+05,-7.09e+00,14,2.90e+00,1.39e-01,4.55e-02,3.08e+00
8.05e-04,4.68e+05,8.05e-04,8.16e-04,4.65e+05,-7.11e+00,15,2.92e+00,1.40e-01,4.60e-02,3.10e+00
7.88e-04,4.54e+05,7.88e-04,7.95e-04,4.50e+05,-7.14e+00,16,2.89e+00,1.39e-01,4.46e-02,3.07e+00
7.77e-04,4.45e+05,7.77e-04,7.57e-04,4.18e+05,-7.19e+00,17,2.90e+00,1.39e-01,3.86e-02,3.07e+00
7.56e-04,4.29e+05,7.56e-04,7.34e-04,4.07e+05,-7.22e+00,18,2.88e+00,1.39e-01,3.88e-02,3.06e+00
7.38e-04,4.16e+05,7.38e-04,7.31e-04,3.82e+05,-7.22e+00,19,2.88e+00,1.39e-01,4.56e-02,3.07e+00
7.30e-04,4.09e+05,7.30e-04,7.18e-04,3.70e+05,-7.24e+00,20,2.90e+00,1.39e-01,3.89e-02,3.07e+00
7.24e-04,4.01e+05,7.24e-04,6.79e-04,3.65e+05,-7.30e+00,21,2.89e+00,1.39e-01,3.91e-02,3.06e+00
7.11e-04,3.84e+05,7.11e-04,6.52e-04,3.61e+05,-7.34e+00,22,2.88e+00,1.39e-01,3.88e-02,3.06e+00
6.82e-04,3.74e+05,6.82e-04,6.51e-04,3.49e+05,-7.34e+00,23,2.89e+00,1.39e-01,4.47e-02,3.07e+00
6.78e-04,3.70e+05,6.78e-04,6.66e-04,3.37e+05,-7.31e+00,24,2.90e+00,1.39e-01,3.33e-02,3.07e+00
6.68e-04,3.64e+05,6.68e-04,6.52e-04,3.37e+05,-7.34e+00,25,2.90e+00,1.39e-01,3.27e-02,3.07e+00
6.66e-04,3.56e+05,6.66e-04,6.55e-04,3.43e+05,-7.33e+00,26,2.90e+00,1.39e-01,3.27e-02,3.08e+00
6.62e-04,3.49e+05,6.62e-04,6.33e-04,3.37e+05,-7.37e+00,27,2.91e+00,1.39e-01,4.52e-02,3.10e+00
6.74e-04,3.53e+05,6.74e-04,6.59e-04,3.32e+05,-7.33e+00,28,2.94e+00,1.40e-01,3.27e-02,3.11e+00
6.98e-04,3.57e+05,6.98e-04,6.28e-04,3.09e+05,-7.37e+00,29,2.88e+00,1.39e-01,4.64e-02,3.07e+00
6.50e-04,3.33e+05,6.50e-04,6.10e-04,2.94e+05,-7.40e+00,30,3.83e+00,1.44e-01,5.47e-02,4.03e+00
6.29e-04,3.17e+05,6.29e-04,5.96e-04,2.87e+05,-7.43e+00,31,2.90e+00,1.39e-01,4.58e-02,3.08e+00
6.16e-04,3.08e+05,6.16e-04,6.00e-04,2.91e+05,-7.42e+00,32,2.89e+00,1.39e-01,3.26e-02,3.07e+00
6.13e-04,3.06e+05,6.13e-04,6.19e-04,3.04e+05,-7.39e+00,33,2.90e+00,1.43e-01,3.27e-02,3.07e+00
6.14e-04,3.04e+05,6.14e-04,6.11e-04,3.02e+05,-7.40e+00,34,2.90e+00,1.39e-01,3.27e-02,3.07e+00
6.05e-04,3.03e+05,6.05e-04,5.98e-04,2.87e+05,-7.42e+00,35,2.90e+00,1.39e-01,3.26e-02,3.07e+00
6.05e-04,3.01e+05,6.05e-04,6.07e-04,2.78e+05,-7.41e+00,36,2.91e+00,1.39e-01,3.26e-02,3.08e+00
6.07e-04,2.99e+05,6.07e-04,6.19e-04,2.71e+05,-7.39e+00,37,2.89e+00,1.39e-01,3.27e-02,3.06e+00
6.01e-04,2.96e+05,6.01e-04,6.22e-04,2.69e+05,-7.38e+00,38,2.88e+00,1.39e-01,3.25e-02,3.06e+00
5.97e-04,2.91e+05,5.97e-04,6.23e-04,2.68e+05,-7.38e+00,39,2.90e+00,1.39e-01,3.25e-02,3.07e+00
5.96e-04,2.89e+05,5.96e-04,6.12e-04,2.59e+05,-7.40e+00,40,2.90e+00,1.39e-01,3.31e-02,3.07e+00
5.95e-04,2.89e+05,5.95e-04,6.12e-04,2.61e+05,-7.40e+00,41,2.90e+00,1.39e-01,3.28e-02,3.08e+00
5.97e-04,2.88e+05,5.97e-04,6.27e-04,2.72e+05,-7.38e+00,42,2.90e+00,1.40e-01,3.26e-02,3.07e+00
5.94e-04,2.80e+05,5.94e-04,6.36e-04,2.96e+05,-7.36e+00,43,2.96e+00,1.39e-01,3.28e-02,3.14e+00
5.95e-04,2.78e+05,5.95e-04,6.13e-04,2.83e+05,-7.40e+00,44,2.90e+00,1.39e-01,3.27e-02,3.07e+00
5.89e-04,2.72e+05,5.89e-04,5.93e-04,2.91e+05,-7.43e+00,45,2.88e+00,1.41e-01,4.44e-02,3.07e+00
5.82e-04,2.70e+05,5.82e-04,5.72e-04,2.84e+05,-7.47e+00,46,2.90e+00,1.39e-01,4.48e-02,3.08e+00
5.68e-04,2.56e+05,5.68e-04,5.72e-04,2.63e+05,-7.47e+00,47,2.89e+00,1.39e-01,3.30e-02,3.06e+00
5.57e-04,2.54e+05,5.57e-04,5.68e-04,2.62e+05,-7.47e+00,48,2.90e+00,1.39e-01,4.60e-02,3.09e+00
5.48e-04,2.47e+05,5.48e-04,5.61e-04,2.55e+05,-7.49e+00,49,3.00e+00,1.39e-01,5.42e-02,3.19e+00
5.41e-04,2.45e+05,5.41e-04,5.60e-04,2.45e+05,-7.49e+00,50,2.89e+00,1.40e-01,4.64e-02,3.08e+00
5.35e-04,2.44e+05,5.35e-04,5.61e-04,2.46e+05,-7.49e+00,51,2.89e+00,1.39e-01,3.26e-02,3.07e+00
5.29e-04,2.39e+05,5.29e-04,5.61e-04,2.32e+05,-7.49e+00,52,2.90e+00,1.39e-01,3.27e-02,3.07e+00
5.26e-04,2.39e+05,5.26e-04,5.59e-04,2.36e+05,-7.49e+00,53,2.90e+00,1.39e-01,4.39e-02,3.09e+00
5.25e-04,2.37e+05,5.25e-04,5.64e-04,2.30e+05,-7.48e+00,54,2.89e+00,1.39e-01,3.27e-02,3.06e+00
5.32e-04,2.40e+05,5.32e-04,5.63e-04,2.31e+05,-7.48e+00,55,2.90e+00,1.39e-01,3.27e-02,3.07e+00
5.32e-04,2.38e+05,5.32e-04,5.83e-04,2.38e+05,-7.45e+00,56,2.90e+00,1.39e-01,3.27e-02,3.07e+00
5.43e-04,2.41e+05,5.43e-04,5.68e-04,2.56e+05,-7.47e+00,57,2.90e+00,1.39e-01,3.26e-02,3.07e+00
5.42e-04,2.39e+05,5.42e-04,5.42e-04,2.37e+05,-7.52e+00,58,2.90e+00,1.40e-01,4.54e-02,3.08e+00
5.35e-04,2.38e+05,5.35e-04,5.37e-04,2.27e+05,-7.53e+00,59,2.90e+00,1.39e-01,4.64e-02,3.09e+00
5.30e-04,2.31e+05,5.30e-04,5.54e-04,2.22e+05,-7.50e+00,60,2.89e+00,1.39e-01,3.37e-02,3.07e+00
5.34e-04,2.32e+05,5.34e-04,5.84e-04,2.29e+05,-7.45e+00,61,2.90e+00,1.39e-01,3.27e-02,3.07e+00
5.50e-04,2.34e+05,5.50e-04,5.72e-04,2.30e+05,-7.47e+00,62,2.88e+00,1.39e-01,3.29e-02,3.05e+00
5.34e-04,2.26e+05,5.34e-04,5.60e-04,2.28e+05,-7.49e+00,63,2.90e+00,1.40e-01,3.27e-02,3.07e+00
5.24e-04,2.19e+05,5.24e-04,5.42e-04,2.15e+05,-7.52e+00,64,2.90e+00,1.39e-01,3.28e-02,3.07e+00
5.14e-04,2.14e+05,5.14e-04,5.42e-04,2.08e+05,-7.52e+00,65,2.89e+00,1.39e-01,3.26e-02,3.06e+00
5.07e-04,2.13e+05,5.07e-04,5.30e-04,2.04e+05,-7.54e+00,66,2.89e+00,1.39e-01,3.83e-02,3.06e+00
4.99e-04,2.08e+05,4.99e-04,5.27e-04,2.00e+05,-7.55e+00,67,2.89e+00,1.39e-01,4.56e-02,3.07e+00
4.93e-04,2.04e+05,4.93e-04,5.22e-04,1.95e+05,-7.56e+00,68,2.89e+00,1.40e-01,4.51e-02,3.08e+00
4.88e-04,2.04e+05,4.88e-04,5.18e-04,1.94e+05,-7.57e+00,69,2.89e+00,1.39e-01,4.44e-02,3.07e+00
4.85e-04,2.03e+05,4.85e-04,5.10e-04,1.95e+05,-7.58e+00,70,2.89e+00,1.39e-01,4.54e-02,3.08e+00
4.84e-04,2.03e+05,4.84e-04,5.13e-04,1.83e+05,-7.58e+00,71,2.89e+00,1.39e-01,3.28e-02,3.07e+00
4.83e-04,2.00e+05,4.83e-04,5.13e-04,1.85e+05,-7.58e+00,72,2.88e+00,1.48e-01,3.35e-02,3.06e+00
4.79e-04,2.02e+05,4.79e-04,5.15e-04,1.81e+05,-7.57e+00,73,2.90e+00,1.39e-01,3.28e-02,3.07e+00
4.75e-04,1.98e+05,4.75e-04,5.04e-04,1.81e+05,-7.59e+00,74,2.90e+00,1.39e-01,3.89e-02,3.08e+00
4.74e-04,1.96e+05,4.74e-04,5.04e-04,1.75e+05,-7.59e+00,75,2.89e+00,1.39e-01,4.65e-02,3.07e+00
4.72e-04,1.93e+05,4.72e-04,5.07e-04,1.78e+05,-7.59e+00,76,2.89e+00,1.39e-01,3.28e-02,3.07e+00
