train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
1.16e-01,2.49e+08,1.16e-01,7.51e-03,1.20e+07,-4.89e+00,0,1.51e+00,8.01e-02,1.25e-02,1.60e+00
4.74e-03,6.33e+06,4.74e-03,3.48e-03,3.53e+06,-5.67e+00,1,1.47e+00,8.04e-02,1.37e-02,1.57e+00
3.30e-03,3.02e+06,3.30e-03,2.79e-03,2.38e+06,-5.89e+00,2,1.49e+00,8.04e-02,1.36e-02,1.58e+00
2.77e-03,2.24e+06,2.77e-03,2.48e-03,1.93e+06,-6.01e+00,3,1.50e+00,8.03e-02,1.32e-02,1.60e+00
2.48e-03,1.87e+06,2.48e-03,2.35e-03,1.70e+06,-6.06e+00,4,1.50e+00,8.00e-02,1.41e-02,1.60e+00
2.27e-03,1.63e+06,2.27e-03,2.17e-03,1.53e+06,-6.14e+00,5,1.52e+00,8.04e-02,1.44e-02,1.62e+00
2.10e-03,1.47e+06,2.10e-03,1.99e-03,1.33e+06,-6.22e+00,6,1.48e+00,8.03e-02,1.44e-02,1.57e+00
1.96e-03,1.33e+06,1.96e-03,1.87e-03,1.17e+06,-6.29e+00,7,1.50e+00,8.03e-02,1.42e-02,1.60e+00
1.85e-03,1.21e+06,1.85e-03,1.77e-03,1.08e+06,-6.34e+00,8,1.51e+00,8.05e-02,1.44e-02,1.60e+00
1.76e-03,1.13e+06,1.76e-03,1.70e-03,1.05e+06,-6.38e+00,9,1.51e+00,8.03e-02,1.44e-02,1.60e+00
1.69e-03,1.07e+06,1.69e-03,1.61e-03,9.83e+05,-6.43e+00,10,1.51e+00,8.01e-02,1.45e-02,1.60e+00
1.63e-03,1.02e+06,1.63e-03,1.56e-03,9.32e+05,-6.47e+00,11,1.51e+00,8.03e-02,1.44e-02,1.60e+00
1.58e-03,9.75e+05,1.58e-03,1.52e-03,8.62e+05,-6.50e+00,12,1.51e+00,8.06e-02,1.44e-02,1.60e+00
1.54e-03,9.22e+05,1.54e-03,1.48e-03,8.14e+05,-6.52e+00,13,1.51e+00,8.00e-02,1.42e-02,1.60e+00
1.51e-03,8.85e+05,1.51e-03,1.46e-03,7.85e+05,-6.53e+00,14,1.49e+00,8.03e-02,1.43e-02,1.59e+00
1.48e-03,8.56e+05,1.48e-03,1.44e-03,7.65e+05,-6.55e+00,15,1.51e+00,8.03e-02,1.44e-02,1.60e+00
1.46e-03,8.26e+05,1.46e-03,1.41e-03,7.44e+05,-6.57e+00,16,1.48e+00,8.03e-02,1.44e-02,1.57e+00
