train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
1.17e+00,1.28e+08,6.39e+06,1.01e+00,1.34e+06,7.15e-01,0,4.72e+00,2.23e-01,3.62e-02,4.98e+00
8.94e-01,9.22e+05,4.61e+04,7.88e-01,7.01e+05,4.35e-01,1,4.76e+00,2.29e-01,4.25e-02,5.03e+00
7.04e-01,6.12e+05,3.06e+04,6.30e-01,5.42e+05,1.97e-01,2,4.80e+00,2.23e-01,4.03e-02,5.07e+00
5.73e-01,4.96e+05,2.48e+04,5.23e-01,4.56e+05,3.37e-03,3,4.57e+00,2.19e-01,4.02e-02,4.83e+00
4.86e-01,4.24e+05,2.12e+04,4.55e-01,3.95e+05,-1.43e-01,4,4.74e+00,2.19e-01,3.99e-02,5.00e+00
4.33e-01,3.71e+05,1.85e+04,4.14e-01,3.47e+05,-2.44e-01,5,4.62e+00,2.16e-01,1.07e-01,4.94e+00
4.01e-01,3.27e+05,1.63e+04,3.91e-01,3.07e+05,-3.08e-01,6,4.48e+00,2.13e-01,3.00e-01,4.99e+00
3.84e-01,2.90e+05,1.45e+04,3.78e-01,2.75e+05,-3.45e-01,7,4.46e+00,2.17e-01,5.08e-02,4.73e+00
3.75e-01,2.61e+05,1.30e+04,3.73e-01,2.47e+05,-3.66e-01,8,4.47e+00,2.06e-01,5.31e-02,4.73e+00
3.71e-01,2.35e+05,1.18e+04,3.70e-01,2.23e+05,-3.78e-01,9,4.43e+00,2.05e-01,5.12e-02,4.69e+00
3.70e-01,2.12e+05,1.06e+04,3.70e-01,2.01e+05,-3.84e-01,10,4.49e+00,2.07e-01,2.06e+00,6.76e+00
3.70e-01,1.91e+05,9.54e+03,3.70e-01,1.81e+05,-3.88e-01,11,4.54e+00,2.06e-01,2.55e+00,7.30e+00
3.71e-01,1.74e+05,8.69e+03,3.71e-01,1.65e+05,-3.90e-01,12,4.40e+00,2.14e-01,1.53e-01,4.77e+00
3.71e-01,1.69e+05,8.44e+03,3.72e-01,1.80e+05,-3.83e-01,13,4.46e+00,2.09e-01,4.40e-02,4.71e+00
3.73e-01,1.74e+05,8.72e+03,3.73e-01,1.90e+05,-3.77e-01,14,4.30e+00,2.06e-01,4.38e-02,4.55e+00
3.74e-01,1.97e+05,9.86e+03,3.74e-01,2.44e+05,-3.62e-01,15,4.74e+00,2.26e-01,3.35e-02,5.00e+00
3.75e-01,2.07e+05,1.04e+04,3.75e-01,1.80e+05,-3.75e-01,16,4.74e+00,2.06e-01,5.61e-01,5.51e+00
3.76e-01,2.29e+05,1.15e+04,3.76e-01,2.61e+05,-3.53e-01,17,4.75e+00,2.22e-01,4.30e-02,5.01e+00
3.61e-01,9.08e+06,4.54e+05,3.46e-01,1.10e+06,-3.67e-01,18,4.85e+00,2.19e-01,6.29e-02,5.13e+00
3.47e-01,9.10e+05,4.55e+04,3.49e-01,7.91e+05,-3.73e-01,19,4.61e+00,2.05e-01,4.20e-02,4.85e+00
3.50e-01,7.32e+05,3.66e+04,3.51e-01,6.85e+05,-3.74e-01,20,4.48e+00,2.15e-01,4.27e-02,4.74e+00
3.52e-01,6.52e+05,3.26e+04,3.53e-01,6.23e+05,-3.74e-01,21,4.32e+00,2.20e-01,3.39e-02,4.58e+00
3.54e-01,5.99e+05,2.99e+04,3.55e-01,5.76e+05,-3.73e-01,22,4.47e+00,2.17e-01,3.41e-02,4.72e+00
3.55e-01,5.56e+05,2.78e+04,3.56e-01,5.37e+05,-3.73e-01,23,4.42e+00,2.16e-01,4.35e-02,4.68e+00
3.57e-01,5.19e+05,2.60e+04,3.58e-01,5.01e+05,-3.72e-01,24,4.57e+00,2.06e-01,4.14e-02,4.82e+00
3.58e-01,4.84e+05,2.42e+04,3.59e-01,4.68e+05,-3.71e-01,25,4.48e+00,2.11e-01,4.17e-02,4.73e+00
3.60e-01,4.53e+05,2.26e+04,3.61e-01,4.37e+05,-3.70e-01,26,4.54e+00,2.21e-01,4.19e-02,4.81e+00
3.61e-01,4.22e+05,2.11e+04,3.63e-01,4.06e+05,-3.69e-01,27,4.59e+00,2.10e-01,3.35e-02,4.83e+00
3.63e-01,3.91e+05,1.95e+04,3.64e-01,3.75e+05,-3.68e-01,28,4.49e+00,2.14e-01,6.83e-02,4.77e+00
3.65e-01,3.59e+05,1.79e+04,3.66e-01,3.43e+05,-3.67e-01,29,4.58e+00,2.19e-01,4.77e-02,4.84e+00
